,start,end,kor,eng
59,140265,142598,,Couple of weirdos. Why?
60,142600,144433,,You interested in Amy?
61,144435,147134,,"Well, I mean, she didn't look through me"
62,147136,148969,,"with soul-sucking, ball-shriveling"
63,148971,151571,,hatred and contempt.
64,151573,153607,,I like that in a woman.
65,154675,156943,,Could you run it by Sheldon if I could ask her out?
66,156945,158378,,Sure. I guess.
67,158380,160079,,"Stuart, settle an argument for us."
68,160081,161579,,"Who would win,"
69,161581,163915,,Billy the Kid or the White Wizard?
70,163917,165883,,"If I tell you that,"
71,165885,169119,,I'm robbing you of the hours of fun you could have
72,169121,174591,,"for the magical, rootin'-tootin' low price of $24.95."
73,175426,176926,,I'll take one.
74,176928,178361,,Mm... make it two.
75,178363,181264,,I hate all of you and myself. Three.
76,182299,184266,,I'll ring it up.
77,184268,187036,,Like shooting nerds in a barrel.
78,188105,191707,,"¢Ü Our whole universe was in a hot, dense state ¢Ü"
79,191709,195044,,¢Ü Then nearly 14 billion years ago expansion started... Wait! ¢Ü
80,195046,196678,,¢Ü The Earth began to cool ¢Ü
81,196680,199214,,"¢Ü The autotrophs began to drool, Neanderthals developed tools ¢Ü"
82,199216,201883,,¢Ü We built the Wall ¢Ü ¢Ü   ¢Ü
83,201885,204552,,"¢Ü Math, Science, History, unraveling the mystery ¢Ü"
84,204554,206454,,¢Ü That all started with a big bang ¢Ü
85,206456,208423,,¢Ü   ¢Ü
86,208448,211648,,"Original Air Date on November 17, 2011"
87,211649,214849,,"== sync, corrected by   =="
88,215284,216972,,"Hey, can I talk to you about something?"
89,216973,219607,,It's a little awkward.
90,219609,221743,,I know what this is about.
91,221745,224313,,"Given the professional standstill you're at,"
92,224315,227115,,you're wondering if this is the appropriate time
93,227117,230452,,to abandon your research and focus on teaching.
94,233156,235424,,Yes.
95,237261,239029,,"And if I may suggest,"
96,239031,240597,,consider changing disciplines.
97,240599,242833,,"Yeah, to the humanities-- perhaps history."
98,242835,245269,,One of the advantages of teaching history
99,245271,248039,,is that you don't have to create things.
100,248041,250141,,"You know, you just have to remember"
101,250143,252977,,stuff that happened and then parrot it back.
102,252979,255614,,You could have fun with that.
103,256449,258216,,"Yeah, that's not it."
104,258218,260685,,Stuart's kind of interested in Amy.
105,260687,263087,,"Oh, of course he is. She's very interesting."
106,263089,265190,,"Did you know, when she was 14,"
107,265192,268159,,she severed the webbing between her own toes?
108,269562,272063,,No.
109,272065,274031,,He wanted me to find out
110,274033,277368,,if you'd have a problem with him asking her out.
111,278971,282139,,"I'm not sure how to respond, Leonard."
112,282141,284375,,I don't own Amy.
113,284377,287011,,Can't own a person.
114,287013,289880,,At least not since...
115,293819,296188,,1863.
116,297724,300392,,President Lincoln freed the...
117,301561,304196,,"Slaves! Come on, Leonard,"
118,304198,305530,,"if you're going to teach history,"
119,305532,307966,,these are the kind of facts you'll have to know.
120,307968,309601,,You know what? Never mind.
121,309603,312137,,I'm going to tell him it's okay to ask her out.
122,312139,313438,,The question is moot.
123,313440,315273,,"There is no way that Stuart,"
124,315275,317409,,"an impoverished peddler of picture books,"
125,317411,320145,,"would be at all appealing to Amy Farrah Fowler,"
126,320147,322213,,a noted neurobiologist
127,322215,324982,,capable of performing surgery on her own feet
128,324984,326651,,with nothing but nitrous oxide
129,326653,329487,,from cans of whipped cream as anesthesia.
130,330355,332490,,"All right, but for the record,"
131,332492,335326,,I checked in with you to see how you'd feel about it.
132,335328,337862,,Fine. The record shall so reflect.
133,337864,340531,,"Now, getting back to the problem at hand,"
134,340533,344035,,what to do with a washed-up experimental physicist...
135,345937,348038,,I am not washed-up.
136,348040,349974,,"Oh, Leonard."
137,349976,353310,,"Lots of people love you and want to help you,"
138,353312,356614,,but they can't until you admit the problem.
139,359217,362053,,"Well, ladies, we killed the bottle."
140,362055,363354,,I had half a glass.
141,363356,364956,,I didn't have any.
142,364958,366992,,"Okay, don't judge me."
143,368295,369929,,"So, what do you want to do--"
144,369931,373332,,"go to the movies, go dancing, lay down for a little bit?"
145,374767,378671,,Or we play... Travel Twister.
146,379539,381874,,"Amy, really? Twister?"
147,381876,383309,,Excuse me. I've passed many
148,383311,384943,,an enjoyable evening playing this game.
149,384945,386745,,And I'm sure it's a lot more exciting
150,386747,388947,,when you play with other people.
151,390250,392551,,"What do you say, bestie? We can do shirts and skins."
152,392553,394019,,I'm shirts. Called it.
153,397456,399090,,I'm too small for Twister.
154,399092,400391,,And roller coasters.
155,400393,403160,,And sitting with my feet on the floor.
156,404162,407664,,"Hope you enjoyed the prenatal cigarettes, Mom."
157,410301,411868,,"Hey, you know, my mom smoked pot"
158,411870,414704,,"when she was pregnant with me, and I turned out just fine."
159,414706,416072,,"Hey, look, I have peach schnapps."
160,416074,417841,,Thank God.
161,418676,420443,,"Guys, something happened."
162,420445,421478,,What's wrong?
163,421480,423881,,I think a boy likes me.
164,425116,426616,,"""Hi. It's Stuart."
165,426618,428719,,"""We met at the comic book store."
166,428721,429954,,"""I was wondering if you'd like"
167,429956,430988,,"""to get coffee sometime."
168,430990,432390,,"""It's okay if you say no."
169,432392,434592,,"""It might be the kick in the pants I need"
170,434594,436861,,"to start taking Zoloft."""
171,438364,440032,,"Amy, little vixen."
172,440034,443502,,Just working it under all those layers of wool and polyester.
173,444371,446339,,What are you going to do?
174,446341,447874,,Doesn't he know you have a boyfriend?
175,447876,449476,,"Oh, she doesn't have a boyfriend;"
176,449478,451311,,she has a Sheldon.
177,451313,453480,,So do you like Stuart?
178,453482,454848,,I don't know.
179,454850,456149,,He's nice.
180,456151,457250,,He's funny.
181,457252,458852,,"He has the sallow, drawn countenance"
182,458854,460854,,associated with an overactive thyroid gland.
183,460856,462722,,That's kind of hot.
184,463557,465558,,"Okay, look, sweetie, we all love Sheldon,"
185,465560,467559,,but you've been with him over a year now.
186,467561,468627,,"If it's not going anywhere,"
187,468629,470062,,what does it hurt to look around?
188,470064,471830,,"Well, yeah, I guess they're not engaged"
189,471832,473598,,like me and Howie.
190,473600,474666,,"Yeah, for what it's worth,"
191,474668,476001,,"engaged people can look around, too."
192,476003,477335,,Lot of options out there.
193,486913,488447,,Where's Stuart?
194,489649,491315,,Out.
195,492651,493951,,Who are you?
196,493953,495119,,I'm Dale.
197,495121,497321,,He left me in charge.
198,499158,500591,,Really?
199,500593,501960,,Yeah.
200,501962,504128,,"I don't get it, either."
201,506232,509534,,"I want to return this ""Wild West and Witches"""
202,509536,511269,,Ka'a expansion pack.
203,511271,513138,,Sorry. I don't do returns.
204,513140,515341,,They're hard.
205,516209,518111,,"Sure, sure."
206,519080,520747,,"Uh, when will Stuart be back?"
207,520749,522616,,I don't know. He went out for coffee.
208,522618,523918,,With a girl.
209,526656,528990,,"Oh, I guess I was wrong."
210,529825,531326,,You okay?
211,532161,533628,,Am I okay?
212,533630,535897,,"Leonard, I'm on a lifelong trajectory"
213,535899,538967,,"that includes a Nobel Prize and cities named after me,"
214,538969,540368,,all four wisdom teeth
215,540370,542637,,"fit comfortably in my mouth without need of extraction,"
216,542639,546174,,and my bowel movements run like a German train schedule.
217,548510,550711,,Am I okay?
218,551646,553213,,"I'm okay, too!"
219,562445,565414,,Wild Bill Witchcock.
220,567383,570319,,A tribe of Abra-Comanches.
221,575126,577494,,Flaming Spittoon.
222,577496,578896,,"And for the record,"
223,578898,580664,,I'm very disappointed in you cowpokes.
224,580666,582633,,We're playing our inaugural round
225,582635,584469,,"of ""Wild West and Witches,"""
226,584471,586038,,and I'm the only one who bothered
227,586040,588006,,to dress for the occasion.
228,588008,589775,,Patooie.
229,590810,593111,,"We're not wearing cowboy hats, Sheldon."
230,593113,594579,,It looks ridiculous.
231,594581,598849,,"And I suppose my boots and spurs are ridiculous, too?"
232,598851,601285,,Yeah. - Very. - Incredibly so.
233,601287,604922,,Did it look ridiculous when we got the Satanimals pack
234,604924,608592,,and I dressed up as a Beelzebobcat?
235,608594,610560,,Yeah. - Very. - Incredibly so.
236,612096,613963,,"All right, fine. Let's just play."
237,613965,615632,,We should go easy on him.
238,615634,617434,,Amy's out with Stuart tonight.
239,617436,618702,,Wait a minute.
240,618704,621672,,Are you telling me that Sheldon's patented blend
241,621674,623807,,of condescension and no sex
242,623809,626377,,isn't enough to hold on to a woman?
243,630315,631348,,"Cluck, cluck, cluck."
244,631350,632716,,"What are we, ladies at a quilting bee?"
245,632718,635753,,Or are we men playing a fantasy card game
246,635755,638555,,set in a magical frontier town?
247,639757,641658,,Sorry.
248,641660,644294,,Creepy Tepee.
249,645329,647863,,Annie Ogly.
250,650300,653035,,Hocus Pocus Pocahontas.
251,653037,655837,,And may I point out it is the three of you
252,655839,658273,,"who are obsessed with Stuart and Amy, not me."
253,658275,659874,,I think you need to ask yourselves
254,659876,662010,,who's really being ridiculous here.
255,670385,672520,,It's you. - You are. - Totally you.
256,675023,676256,,"Hey, guys, check it out."
257,676258,678358,,"The deluxe limited edition ""Wild West and Witches"""
258,678360,681895,,expansion pack in the signed and numbered collector's tin.
259,681897,683363,,"Come on, no!"
260,683365,685932,,We just bought the regular pack.
261,685934,687300,,"Ooh, a sheriff's badge."
262,689070,691037,,"Yeah, it's also a wand."
263,692841,696043,,With a hologram? Nice!
264,696045,697478,,"Hey, do you see this?"
265,697480,700114,,"I'm in the matrix, Leonard; I see everything."
266,700116,702049,,You got to be kidding me.
267,702051,704151,,You friended Stuart on Facebook?
268,704153,706020,,I thought you didn't like Facebook anymore.
269,706022,707455,,Don't be silly.
270,707457,710725,,I'm a fan of anything that tries to replace actual human contact.
271,710727,713194,,Please.
272,713196,715731,,You're looking at Facebook to find out how their date went.
273,715733,717099,,Really?
274,717101,718734,,"You think I care if a man, what,"
275,718736,722671,,"""shared a pumpkin latte with a dynamite lady""?"
276,722673,723772,,You're so full of it.
277,723774,725207,,You are free to believe
278,725209,727342,,whatever you like.
279,727344,730646,,And unfriend Rajesh Koothrappali.
280,730648,732214,,You unfriended me? Seriously?
281,732216,733516,,"Oh, yeah."
282,733518,735418,,"Now he's gonna miss all those great updates like,"
283,735420,737120,,"""I can't believe I waited this long"
284,737122,739222,,"to make my own potpourri"""""
285,740625,742226,,"Sheldon, why don't you just acknowledge"
286,742228,743494,,that you have feelings for Amy
287,743496,745763,,and you don't want her going out with other men?
288,745765,749533,,And unfriend Leonard Hofstadter.
289,749535,750634,,Here's a radical thought.
290,750636,753003,,"Go old-school, challenge Stuart to a fight."
291,753005,754638,,"I mean, nothing makes the ladies hotter"
292,754640,756540,,than two skinny white guys
293,756542,758942,,swatting at each other with their eyes closed.
294,761345,763546,,And unfriend Howard Wolowitz.
295,764448,765414,,That's all of us.
296,765416,767316,,Can I use the laptop? - Why?
297,767318,771220,,I have to buy that stupid collector's tin.
298,772322,774323,,Who do we love? Penny.
299,774325,775825,,Who do we love? Penny.
300,775827,778394,,Who do we love? Penny.
301,778396,780129,,"Hello, Sheldon."
302,780131,781364,,Come on in.
303,781366,782732,,Thank you.
304,782734,784534,,What's up?
305,784536,788337,,I came to ask if you would like to go on a date with me.
306,790173,792241,,"I'm sorry, what?"
307,792243,793509,,A date.
308,793511,794677,,You and me.
309,794679,796279,,"Dining, dancing,"
310,796281,799316,,perhaps you'd like to take in a prizefight.
311,800386,803254,,"God, are you trying to make Amy jealous?"
312,803256,804455,,No.
313,804457,807458,,Why is everyone so obsessed with Amy and Stuart?
314,807460,809793,,Whether or not they may be having more pumpkin lattes
315,809795,811762,,or intercourse tonight.
316,811764,814397,,"Okay, listen to me."
317,814399,817468,,Playing games is not gonna help get Amy back.
318,817470,819603,,I am not trying to get her back.
319,819605,822906,,"But, out of curiosity, what is a way?"
320,822908,824975,,"All right, honey, let me tell you a story."
321,824977,828145,,"There was a guy I liked, and I never told him how I felt."
322,828147,830313,,"Eventually, he started going out with someone else,"
323,830315,832249,,and I always regretted it.
324,832251,834485,,Do you see where I'm going with this?
325,834487,836120,,I believe I do.
326,836122,837355,,Mm.
327,837357,839491,,I'm the guy.
328,842695,844195,,You're not the guy.
329,844197,846131,,Are you sure?
330,846133,847932,,That would explain so much.
331,847934,850535,,"Your constant presence in my apartment,"
332,850537,853338,,"that baffling dalliance with Leonard just to be near me,"
333,853340,854573,,the way you call me
334,854575,856641,,"""sweetie"" all the time."
335,856643,857976,,"I call everyone ""sweetie."""
336,857978,858876,,You tramp.
337,862180,863547,,"Look, Sheldon, all I'm saying is"
338,863549,865649,,strap on a pair and go talk to Amy.
339,865651,867685,,"""Strap on a pair""?"
340,867687,870522,,"Of what, skates?"
341,872158,875026,,"Oh, sweetie, you are so not the guy."
342,881835,883703,,"If you're bored, you can go."
343,883705,886339,,I understand.
344,886341,889009,,"No, I'm having a nice time."
345,889978,892312,,Don't patronize me.
346,894181,895548,,Excuse me. Excuse me.
347,895550,896716,,Pardon me.
348,897652,899218,,Pardon me. Excuse me.
349,899220,900253,,"Hi, Stuart."
350,900255,901053,,"Hi, Sheldon."
351,901055,903089,,Pardon me... Excuse me...
352,907994,910062,,"Sheldon, what are you doing here?"
353,910064,912866,,The thought of you sitting in a darkened theater
354,912868,916236,,with a character like Stuart is repellent.
355,917672,919507,,"No offense, Stuart."
356,919509,920942,,None taken.
357,920944,924279,,"Although ""repellent"" is kind of a... kind of a strong word."
358,928118,930920,,"I'm sorry this causes you discomfort,"
359,930922,933322,,but based on the currently established parameters
360,933324,935325,,"of our relationship, I can put myself"
361,935327,937127,,in any repellent situation I want.
362,937129,938962,,"Um, again..."
363,938964,941298,,"Stuart, please. You're being rude."
364,943435,945870,,Anything else?
365,945872,949506,,I believe I would like to alter
366,949508,952276,,the paradigm of our relationship.
367,954112,955979,,I'm listening.
368,955981,960817,,"With the understanding that nothing changes whatsoever,"
369,960819,962686,,"physical or otherwise,"
370,962688,965189,,I would not object to us
371,965191,970527,,"no longer characterizing you as ""not my girlfriend."""
372,976134,978501,,Interesting.
373,978503,981671,,Now try it without the quadruple negative.
374,981673,985041,,You're being impossible.
375,985043,987243,,"Hi, Stuart."
376,989146,992148,,Fine.
377,992150,995719,,Amy...
378,995721,998856,,will you be my girlfriend?
379,1005231,1006231,,Yes.
380,1006233,1009601,,"Well, that's enough of that."
381,1009603,1011103,,Sorry to interrupt.
382,1011105,1013005,,You two enjoy your date.
383,1013007,1014739,,Here's a dollar for your troubles.
384,1014741,1016774,,Get yourself some Sour Patch Kids.
385,1016776,1018643,,Excuse me... Excuse me... Pardon me...
386,1018645,1021412,,Excuse me. Pardon me.
387,1022547,1026450,,"So, other than you taking your relationship"
388,1026452,1030687,,"to the next level with another guy, this was nice."
389,1032457,1034725,,"Yes, well, thanks for seeing me to my door."
390,1034727,1036093,,"Oh, you're welcome."
391,1036095,1039930,,Amy. Amy. Amy.
392,1041799,1045236,,Let's wrap things up out there.
393,1048306,1050241,,"Um, good night, Stuart."
394,1050243,1051241,,Good night.
395,1053044,1054712,,"Take the hint, Stuart."
396,1054714,1056980,,"The lady said ""Good night."""
397,1060385,1062519,,How did you get into my apartment?
398,1062521,1065155,,Wow. Is that the kind of nagging I can expect
399,1065157,1066856,,now that you're my girlfriend?
400,1068459,1070861,,Good thing I drew this up.
401,1070863,1072395,,What's that?
402,1072397,1076465,,I present to you the relationship agreement.
403,1080036,1082771,,"A binding covenant that, in its 31 pages,"
404,1082773,1084940,,"enumerates, iterates and codifies"
405,1084942,1087843,,"the rights and responsibilities of Sheldon Lee Cooper,"
406,1087845,1089845,,"here and after known as ""the boyfriend,"""
407,1089847,1095384,,"and Amy Farrah Fowler, here and after known as ""the girlfriend"""""
408,1097054,1100423,,It's so romantic.
409,1100425,1102459,,Mutual indemnification always is.
410,1105931,1110300,,Why don't you start perusing while I set up my notary stamp.
411,1110302,1113636,,"""Section 5: Hand-holding."
412,1113638,1115071,,"""Hand-holding is only allowed"
413,1115073,1116706,,"""under the following circumstances."
414,1116708,1119508,,"""A: Either party is in danger of falling off a cliff,"
415,1119510,1121210,,"""precipice or ledge;"
416,1121212,1123745,,"""B: Either party is deserving of a hearty handshake"
417,1123747,1126348,,"""after winning a Nobel Prize;"
418,1126350,1129618,,"C: Moral support during flu shots"""""
419,1132622,1134123,,Seems a bit restrictive.
420,1134125,1136125,,Feel free to retain a lawyer.
421,1148578,1150712,,"Penny, I said ""right hand red."""
422,1150714,1151847,,"Yeah, I heard you."
423,1151849,1154616,,I got red.
424,1154618,1159321,,"Bernadette, left foot yellow."
425,1160758,1162892,,We should play limbo next.
426,1162894,1165061,,No one beats me at limbo.
427,1166130,1169933,,Penny. Amy. Bernadette.
428,1172104,1173338,,That's my boyfriend.
429,1173340,1174705,,It's open!
430,1174707,1177274,,I got a splinter.
431,1177276,1180277,,What do you want me to do about it?
432,1180279,1183414,,Relationship agreement Section 4: Boo-boos and Ouchies.
433,1183416,1185115,,You have to take care of it.
434,1185117,1187317,,I should've gotten a lawyer.
435,1190187,1192922,,Looks like it's just us playing.
436,1198929,1201598,,Penny?
437,1203834,1205102,,"Penny, we're out of wine!"
438,1205104,1206404,,You should probably drive.
439,1206406,1266406,,"== sync, corrected by   =="
