,start,end,kor,eng
42,132292,134359,아쉽다,
43,134361,137195,공이 떨어지길 기다리면서 새해를 맞이하고 싶었는데,
44,164514,167514,,
45,167539,170539,자막,
46,171540,173707,새벽 2시인데 안 자?,
47,173709,178712,스톡홀름에서 노벨상  시상식 생방 중이야,
48,178714,183083,올해는 과학자들이  뭘 입었는지 궁금하겠네,
49,183085,184985,이 사람들 좀 봐,
50,184987,188255,과학 분야에서 제일  명예로운 상을 받았어,
51,188257,193193,초기 우주 팽창에 대한  양자 이론의 이해력이,
52,193195,195262,신이 거위에게 선사한 수준과 비슷한데 말야,
53,196965,198098,너도 보면 좋을 걸,
54,198100,199933,언젠가는 너도  오를 수 있는 무대야,
55,200802,202336,고마워,
56,203639,205139,너는 왜 안 자는데?,
57,205141,207574,상한 조개라도 먹었어?,
58,207576,209243,조개 안 먹었어,
59,209245,211178,널 24시간 지켜보지 않으니,
60,211180,213280,뭘 하는지 당연히 모르지,
61,213282,216350,지미 때문에 그래,
62,216352,219319,만나야 할지 모르겠어,
63,219321,222556,지난 번 만났을 때 안 좋은 추억이 있어,
64,222558,225225,운동화끈을 치실처럼  쓰게 만들었거든,
65,225227,227661,끈 없는 로퍼를 신어,
66,227663,231198,저기 사울 펄무터 좀 봐라,
67,231200,233400,노벨상을 꼭 끌어 안았네,
68,233402,234635,"왜 그래, 사울?",
69,234637,236270,누가 훔칠까봐?,
70,236272,238839,네가 아인슈타인의 우주 상수를 훔친 것처럼?,
71,241043,243844,공포에 떨며 살고 싶지 않아,
72,243846,245879,만나서 할 말은 해야겠어,
73,245881,248849,고등학교 때  못 했던 말들도,
74,248851,250551,덩치만 크면 다야?,
75,250553,254388,넌 우리 엄마랑 섹스한 적 없어,
76,254390,258358,"그래, 내 자신을 때리는  내가 바보같다는 거 알아",
77,258360,260861,펄무터가 왕이랑 악수를 하고 있어,
78,260863,262563,"시계 조심해, 구스타프",
79,262565,264331,소매치기 당할 수도 있어,
80,266367,268569,너무 예쁜 드레스다,
81,268571,270404,그 동안 왜 안 입었어?,
82,270406,272573,내가 입으면 셔츠가 되거든,
83,273675,276477,하워드는 오늘 뭐해?,
84,276479,279580,레너드랑 학교 깡패를  상대하러 갔어,
85,279582,280848,잘됐네,
86,280850,284785,고등학교 쿼터백에 맞서는  네 명의 수학 선수들,
87,284787,285886,레너드가 돌아오면,
88,285888,287421,세로토닌 수치를 재고 싶어,
89,287423,290290,주사기 한 통 정도의 피를 뽑게 허락해줄까?,
90,290292,292059,바늘을 별로 안 좋아하는데,
91,292061,295896,조깅을 시키면 코에서  피가 뿜어나올 거야,
92,296865,300701,날 괴롭히던 여자는  만날 용기가 없어,
93,300703,302202,태미 보드닉,
94,302204,305239,체육 시간 때 탈의실에서  내 옷을 다 훔치고,
95,305241,308075,엘프 의상만 남겨뒀더라,
96,308077,309977,저런,
97,309979,313180,나한테 너무 큰 사이즈였어,
98,314449,315749,그 정도는 약과지,
99,315751,319052,중3 때 애들이 핸드로션에  발모제를 넣었어,
100,320021,322289,6개월 내에   별명이 여러 개 생겼지,
101,322291,325793,'고릴라 핑거 파울러'가 제일 가슴 아팠어,
102,327663,330063,불쌍해라,
103,330065,332065,넌 어때?,
104,332067,334201,"모르겠어, 난 운이 좋았나봐",
105,334203,335369,우리 학교는 그런 게 없었어,
106,335371,338205,별명을 지어서 놀리거나,
107,338207,340841,이유 없이 괴롭힌 적이 없다고?,
108,340843,344511,난 손가락에 껌이 붙어서  피넛버터로 떼어내야 했는데,
109,344513,345846,우리는 그런 적 없어,
110,345848,348015,장난을 친 적은 있어도,
111,348017,349116,못되게 군 적은 없어,
112,349118,352152,캐시라고 성적이  좋은 애가 있었는데,
113,352154,354388,눈을 가린 채 묶어놓고 하루밤을 밭에서 보내게 했어,
114,356891,358859,끔찍하다,
115,358861,361428,"아냐, 재밌어서 모두 웃었어",
116,361430,363730,캐시도 웃었니?,
117,363732,365499,그건 잘 모르겠다,
118,365501,368435,옥수수로 입을 막았거든,
119,368437,374641,털보 손가락 파울러가  깡패랑 친구가 될 줄은 몰랐네,
120,374643,377311,뭐?  깡패라니,
121,377313,378912,그렇게 들리는 걸,
122,378914,381348,흉악범인 것 같기도,
123,383985,386353,옥수수 밭에 가기 싫으면 가만히 있어,
124,391459,393227,저쪽에 있는 남자인가?,
125,393229,394661,아니,
126,394663,396630,그럼 저쪽은?,
127,396632,398966,널 싫어할 것처럼 생겼어,
128,398968,401335,"이봐, 혼자 둬도 괜찮다니까",
129,401337,402970,널 응원하러 왔어,
130,402972,404571,"아니, 그런 것 같지 않아",
131,404573,406640,머리통이 속옷으로 덮히는 걸 구경하러 왔겠지,
132,406642,409343,속옷을 입었어? 멍청이,
133,410778,412913,무슨 말 할지 생각했어?,
134,412915,415515,사과하게 만들 거야,
135,415517,418385,학창 시절에  날 괴롭힌 것에 대해,
136,418387,420287,꽤 긴 리스트네,
137,420289,421688,뭐라고 쓴 건지 모르겠다,
138,421690,422856,무슨 단어야?,
139,422858,424324,음낭,
140,424326,427194,이건?,
141,427196,429463,스테이플러,
142,430865,434301,레너드,
143,436972,439373,"야, 만나서 만갑다",
144,439375,443377,"이쪽은 쉘든, 라지,  그리고 하워드야",
145,443379,446013,여기 맥주 좀 주세요,
146,446015,447848,많이 컸네,
147,447850,449349,꼬마 레너드 호프스태더,
148,449351,451218,잘 나가는 과학자라며,
149,451220,453654,한방 먹었네,
150,453656,456323,그럭저럭 지내고 있지,
151,456325,460227,무슨 대학에서 물리학자라고 들었어,
152,460229,461361,상도 탔다며,
153,461363,463063,뉴콤 메달이야,
154,463065,464398,축하해,
155,464400,465866,축하?,
156,465868,467801,겨우 뉴콤 메달에?,
157,467803,471638,숙제에 '참 잘했어요' 도장을 받는 수준이야,
158,471640,474141,아무튼 대단해,
159,474143,476543,레너드가 이렇게  비난 당하는데,
160,476545,478712,가만히 듣고만 있을 거야?,
161,479747,481648,나도 뉴콤 메달 받은 적 있어,
162,481650,483050,내 말이,
163,484285,486119,예전에 얼마나 작았는지,
164,486121,489022,아무데나 잘 들어가더라고,
165,489024,491124,"락커, 쓰레기통",
166,491126,494328,"야, 그 백팩에는 어떻게 들어갔냐?",
167,495663,497464,혼자 힘으로 한 건 아니지,
168,497466,499766,너도 많이 도왔잖아,
169,499768,501668,우리는 개그 팀 같았어,
170,501670,505339,흑사병과 유럽처럼,
171,505341,509209,"지미, 왜 날 보자고 했는지 궁금해",
172,511080,512546,생각해둔 돈벌이가 있어,
173,512548,514681,구상은 했는데엔지니어가 필요해,
174,514683,516350,엔지니어라면 하워드지,
175,516352,519386,레너드는 그냥 동네 레이저 자키야,
176,519388,520854,아이디어가 뭔데?,
177,520856,522589,비밀로 하는 거지?,
178,522591,523857,"응, 그래",
179,523859,528261,어떤 영화든 3D 감상을 가능하게 만드는 안경이야,
180,528263,529629,멋진 생각이다,
181,529631,533600,내가 제일 먼저 보고 싶은 건 '애니'야,
182,534736,537671,어떻게 작동하는데?,
183,537673,540707,"그건 나야 모르지,그래서 공돌이가 필요해",
184,540709,544544,불가능할 것 같아,
185,544546,546179,넌 할 수 있어,
186,546181,547881,내가 아는 애들 중 제일 똑똑하잖아,
187,547883,549116,제일 똑똑하다고?,
188,549118,556089,"이봐, 비꼬는 것도 정도껏 해야지",
189,557325,559926,"레너드, 넌 계속 무서워할 이유가 없어",
190,559928,561495,"쉘든, 내가 알아서 할게",
191,561497,563030,못하고 있잖아,
192,563032,565399,내 줏대없는 친구가 하려던 말을 대신할게,
193,565401,567467,넌 못된 사람이야,
194,567469,568735,레너드의 작은 사이즈,
195,568737,571938,뒤떨어진 운동 신경,
196,571940,574041,그리고 선천적 남성성  결여를 이용했잖아,
197,574043,575075,쉘든,
198,575077,576910,"레너드,  난 널 친구로 사랑해",
199,576912,578345,솔직히 말하면 넌 엉망이야,
200,580281,582983,무슨 말이야,
201,582985,588555,고등학교 때 너가 날 조금 괴롭혔잖아,
202,588557,590390,조금?,
203,590392,593493,유두에 허쉬 키세스 초콜릿을 접착제로 붙여놓았다며,
204,595730,599433,유두에 받아야할 키스는 다른 종류라고,
205,600868,602135,그건 뭐야?,
206,602137,605238,레너드한테 벌어진 끔찍한 일들이야,
207,605240,609242,청소년기까지 오줌을  못 가리는 원인도 있어,
208,610278,613814,"14살은 그래도... 아냐, 됐다",
209,615516,618018,이건 무슨 단어야?,
210,618020,619686,지지배,
211,620521,624524,넌 3년 동안 날 지지배라고 불렀어,
212,625593,628862,글씨 좀 잘 쓰는 연습을 해야겠다,
213,631967,634334,무슨 말을 해야할지,
214,634336,636470,난 그냥 장난이라고 생각했어,
215,636472,638472,나는 즐겁지 않았어,
216,639373,640841,"레너드, 너무 약해",
217,640843,642976,네가 레너드를 망쳤어,
218,643911,645278,"가자, 얘들아",
219,645280,647481,"멋지다, 쉘든",
220,647483,649216,난 약자를 위해 싸우지,
221,649218,651251,내가 배트맨과 닮은 이유 중 하나야,
222,651253,655689,참고로 지미 때문에 오줌을 못 가리는 거 아냐,
223,655691,659159,그건 엄마 탓이지,
224,664208,667844,고등학교 때 말을  더듬는다고 놀려서 미안,
225,667846,669912,잘하고 있어,
226,673451,676486,제발 빨리 좀 끝내라,
227,680257,683760,"그럼 어쩔 수 없지,  잘 있어",
228,683762,686496,아무도 사과를 안 받아줘,
229,686498,688498,전화로 해서 그래,
230,688500,691167,직접 만나서 눈동자를  바라보면 녹을 텐데,
231,693203,695305,"페니, 과거는 중요하지 않아",
232,695307,696973,넌 지금 좋은 사람이야,
233,696975,698474,그렇게 쉽게 말하지 마,
234,698476,701611,싸-싸-싸-쌍년 소리는 내가 들었으니까,
235,701613,706416,이타주의로 죄책감을 누그러뜨리면 어떨까,
236,708919,711688,어떤 단어를 모르는 거야?,
237,711690,714290,'이타주의' 아니면 '누그러뜨리다'?,
238,714292,717026,둘 다,
239,718262,720997,남에게 마음을 베풀면 기분이 나아질 거야,
240,720999,723599,알고 있었어 - 그럴 줄 알았어,
241,724935,727804,난 2주에 한 번 급식소에서 봉사를 해,
242,727806,730039,그건 못해,
243,730041,733009,뜨거운 솥 앞에 있으면 머리가 붕 뜨거든,
244,734345,735812,다른 일 없을까?,
245,735814,738681,어려운 사람들에게 집을 지어주는 해비타트는?,
246,738683,740683,내 집도 마련하지 못했는데,
247,740685,742118,남의 집부터 만들으라고?,
248,742120,745588,옷을 기부하면 어때?,
249,745590,749525,바로 그거야! 안 입는 옷이 너무 많아,
250,749527,751027,자리만 차지하고 있어서,
251,751029,754030,새옷을 사면 둘 자리가 없어,
252,754032,755298,기부하면 해결되겠네,
253,755300,756866,남을 돕는 건?,
254,756868,759268,그러면서 돕는 거지,
255,760571,763172,코코아 만들었어,
256,763174,765775,일반 우유가 아닌 크림 우유? - 응,
257,765777,768177,정확히 183도로 데웠고? - 응,
258,768179,770079,마시멜로는 7개?,
259,770081,772382,행운을 위해 하나 더 넣었어,
260,773484,774884,갑니다,
261,774886,777353,하나를 더 넣었다고?,
262,777355,780056,프린스턴에서 하는  수학이랑 비슷하네,
263,785330,786763,여긴 어쩐 일이야?,
264,786765,790933,"사과하러 왔어, 스테이플러로 고환을 찍고",
265,792136,795304,옷을 벗겨  여자 탈의실에 가둔 거랑,
266,795306,797206,바지 속에  앵무새를 넣은 것도,
267,799009,800143,이건 뭐야?,
268,800844,804113,완하제,
269,804115,806883,고2 파티였지,
270,806885,810019,못된 짓이였어,
271,810021,812388,정말 미안해,
272,812390,813756,진심이야?,
273,813758,817293,용서해주면 좋겠어,
274,818463,819962,응,
275,819964,821063,그러지 뭐,
276,821065,824367,넌 멋진 남자야,
277,824369,826369,"고마워, 지미",
278,826371,827737,이제 가야겠다,
279,827739,829872,운전할 수 있겠어?,
280,829874,832074,난 음주운전을 더 잘해,
281,832076,834744,더 집중하게 되잖아,
282,836747,839148,"잠깐 들어와, 커피 만들어 줄게",
283,839150,840850,폐 끼치는 거 아냐?,
284,840852,843052,맞아,
285,843054,846322,"쉘든, 이 상태로 보낼 수 없어",
286,846324,848791,그럼 차 열쇠를  뺏고 내보내,
287,848793,850726,다른 주정뱅이들이랑 어울리겠네,
288,852496,855264,내 친구들 기억하지?,
289,855266,856833,아니,
290,858101,859535,"재밌지 않아, 레너드?",
291,859537,862438,예전에는 네가 루저였는데,
292,862440,863506,이제는 그 반대야,
293,863508,866042,넌 성공했어,
294,866044,869011,성공한 사람이 이런 코코아를 내오다니,
295,870714,873716,화장실 좀 써도 될까?,
296,876687,878287,예상 밖이네,
297,878289,883159,고등학교 때 괴롭히던  친구가 드디어 사과하다니,
298,883161,888097,사람들의 선한 본성을 다시 믿게되네,
299,888099,890700,좋은 생각이 있어,
300,890702,891434,뭔데?,
301,891436,896772,우리를 괴롭힌 애들한테 메시지를 보내는 거야,
302,896774,901777,지미를 재워준다 하고 잠이 들면 죽여버리는 거지,
303,906450,909418,"좋은 생각이라 했지, 실제로 한다는 게 아냐",
304,911955,915458,테레사 수녀 같아,
305,915460,917226,동정녀는 아니지만,
306,917228,920229,오래 전에 벌어졌지,
307,920231,925001,테레사 수녀라면 옷을 빨았을 거야,
308,925003,928871,세탁실이 계단으로 5층 떨어져있지 않았겠지,
309,928873,932742,받는 것보다  주는 기쁨이 더 크네,
310,932744,936546,그냥 하는 말이라고 생각했었는데...,
311,936548,940216,이런 청바지를 누가 버렸지,
312,940218,942318,기부한 거지,
313,944855,948591,부츠컷을 좋아하는 불쌍한 웨이트리스한테,
314,949626,950626,페니,
315,950628,952728,나한테 너무 잘 어울려,
316,952730,954931,이 스웨터도 딱이다,
317,954933,957066,테레사 수녀라면...,
318,957068,959001,"오, 깜찍하다",
319,970380,971948,레너드,
320,971950,974016,혹시 지미가 다시 물어보면,
321,974018,977820,폐 끼치는 거  맞다고 해줘,
322,979323,980790,어쩔 수 없었잖아,
323,980792,982525,너무 취한 상태였어,
324,982527,984093,넌 마음이 너무 약해,
325,984095,987496,이 험악한 세상은 널 씹고 뱉어낼 거야,
326,989500,992301,타코는 언제 먹었지?,
327,995440,999075,타코 맞군,
328,999077,1002211,과하게 마셨나봐,
329,1002213,1003379,그런 것 같더라,
330,1003381,1006515,오랜만에 봐서 좋았어,
331,1006517,1009051,그리고 사과도 잘 받았고,
332,1009053,1011187,무슨 사과?,
333,1011189,1014357,전에 괴롭힌 거에 대해 사과했잖아,
334,1014359,1016692,아직도 그거에 집착하냐?,
335,1016694,1017960,이런 쪼잔한 자식,
336,1017962,1020429,그건 내 프렌치토스트야,
337,1020431,1022098,맛있네,
338,1022100,1024834,지지배가 요리를 꽤 하네,
339,1026503,1028739,'거봐'라고 말하진 않겠어,
340,1028764,1030312,이미 죽일 기회를 놓쳤다,
341,1033210,1036245,지금 죽일 수도 있겠어,
342,1036247,1038881,다크 나이트가 도와줄게,
343,1038883,1041384,무섭지만 지켜주마,
344,1041386,1043586,"지미, 이제 나가줘야겠다",
345,1043588,1045054,이것 좀 먹고,
346,1045056,1047423,"됐어, 당장 나가",
347,1047425,1050359,"잘했어, 로빈",
348,1051194,1053896,안 그럼 뭐?,
349,1053898,1054971,"답하지 마, 속임수야",
350,1054996,1056196,나도 경험해봤어,
351,1059736,1062171,이젠 네가 무섭지 않아,
352,1062173,1063739,당장 나가라고,
353,1068745,1070746,"깡패한테 용감하게  맞서다니, 장하다",
354,1070748,1073349,"응, 기분이 좋네",
355,1075152,1077553,안 잡히겠지?,
356,1077555,1080623,난 너보다  앞서기만 하면 돼,
357,1086915,1088500,느낌이 안 좋아,
358,1088501,1090701,그럼 차에서  시동 걸고 기다려,
359,1091503,1094372,새옷이 도착했네,
360,1097209,1100144,"나와라, 요가복",
361,1100146,1102813,"베르나데트, 네 사이즈의 스웨이드 부츠야",
362,1102815,1104949,귀엽다,
363,1104951,1107585,왜 이렇게 귀여운 거야?,
364,1107587,1110321,"얘들아, 잠깐",
365,1110323,1112223,경찰이 떴어?,
366,1114626,1116661,우리 좀 봐,
367,1116663,1118129,무슨 짓이지,
368,1118131,1121165,난 널 따라서 범죄를 저지르려 했지,
369,1121167,1124502,감방 동료가 되는 그 날을 기대하며,
370,1127172,1130141,베르나데트는  가능할지 모르겠다,
371,1130143,1134679,"이러면 안돼, 다시 돌려주자",
372,1134681,1136948,여기,
373,1146625,1148526,난 급식소에서 봉사하니까 괜찮아,
374,1148528,1208528,http://tbbt.tistory.com,
