,start,end,kor,eng
204,470998,473048,,I just can't believe you signed up
205,473050,475300,,for the space program without even talking to me.
206,475302,478336,,"Oh, I get it."
207,478338,480639,,You're worried about me.
208,480641,482424,,That is so sweet.
209,482426,487979,,"You know, there's a saying we have at NASA."
210,490149,493218,,What makes the right stuff so right
211,493220,496271,,is that it always comes home.
212,497773,500075,,"Just stop talking, Howard."
213,501911,503495,,This isn't the reaction I expected
214,503497,505897,,when I told you I was gonna be an astronaut.
215,505899,508283,,What did you think was going to happen?
216,508285,510452,,Honestly? Sex.
217,512288,513905,,Howard.
218,513907,515924,,Do you realize what a big deal this is?
219,515926,519678,,What an honor it is to be chosen to go into space?
220,519680,521079,,"Yeah, I get it."
221,521081,523381,,I just wish you included me in the decision.
222,523383,525416,,We're supposed to be partners.
223,525418,527352,,We're supposed to be a team.
224,529222,531139,,I'm sorry. You're right.
225,531141,534693,,"Okay, let's try this again."
226,534695,538363,,"Bernadette, an opportunity has come up"
227,538365,543318,,"that impacts both of us, and I'd like to discuss it."
228,544820,546604,,Okay.
229,546606,549107,,I've been offered a chance to go up
230,549109,553111,,to the International Space Station for three weeks.
231,553113,554963,,What are your thoughts on that?
232,554965,558049,,"Well, first of all, thank you"
233,558051,560919,,for including me in the decision-making process.
234,560921,563305,,"Hey, we're a team."
235,563307,564306,,(chuckles)
236,564308,565840,,"So, what do you think?"
237,565842,567642,,No.
238,568477,569728,,No?
239,569730,571513,,No.
240,571515,574733,,Why not?
241,576485,579654,,"Howard, my father was a police officer."
242,579656,581806,,We never knew from one night to the next
243,581808,583742,,if he was going to come home alive.
244,583744,585160,,It was horrible.
245,585162,588246,,And I don't want to live that way with you.
246,590866,597172,,"Hey, my father abandoned me and my mother when I was 11."
247,597174,599424,,We never saw him again.
248,599426,601826,,"Oh, boo-hoo, you're not going to space!"
249,606665,609634,,"Pretty cool about Howard, huh?"
250,609636,611770,,Don't talk to me as if nothing's happened between us.
251,611772,613188,,"And yes, it sure is, buddy."
252,616142,618727,,"For God's sake, will you stop with the Schrodinger stuff."
253,618729,620946,,Would you prefer a simpler application
254,620948,622397,,"of Heisenberg's uncertainty principle,"
255,622399,623448,,in which I could either
256,623450,625700,,"know where you are or whether I like you,"
257,625702,627352,,but not both?
258,627354,630555,,"You never stop talking, do you?"
259,632024,633708,,I don't understand.
260,633710,634826,,What differences does it make
261,634828,636361,,if Leonard goes to Wil Wheaton's party?
262,636363,638747,,Wil Wheaton is Sheldon's mortal enemy.
263,638749,639914,,Mortal enemy?
264,639916,641716,,"Mm-hmm. Sheldon, I know you're a bit"
265,641718,643251,,"of a left-handed monkey wrench, but..."
266,643253,647038,,you really have a mortal enemy?
267,647040,649391,,"In fact, I have 61 of them."
268,650226,652177,,Would you like to see the list?
269,652179,654145,,"Oh, say no, say no, say no, say no."
270,654147,655914,,You just got off the list.
271,655916,657816,,Would you like back on it?
272,658651,661052,,This'll just take a moment.
273,661054,664322,,It's on a five and a quarter inch floppy.
274,670363,671579,,A floppy disk?
275,671581,675166,,"Well, I started the list when I was nine."
276,675168,677402,,How did Wil Wheaton get on the list?
277,677404,678920,,"Oh! Oh, God! - Oh! Come on!"
278,678922,682257,,"As a child, I loved Wesley Crusher,"
279,682259,684342,,Wil Wheaton's character on
280,684344,688079,,"So, I drove for hours by bus to a   convention"
281,688081,690181,,"at which Wil Wheaton was scheduled to appear,"
282,690183,693084,,so that I could get my Wesley Crusher action figure signed.
283,693086,695020,,"But he never showed, because"
284,695022,697138,,"apparently, it was cooler for him"
285,697140,700241,,to be the lower-left corner on
286,702528,703611,,"Oh, damn!"
287,703613,705130,,The floppy failed.
288,705132,706231,,"Well,"
289,706233,708266,,whoever was in charge of quality control
290,708268,710652,,"at the Verbatim Corporation in 1989,"
291,710654,713872,,"congratulations, you just made the list."
292,717293,719310,,Howard?
293,719312,721496,,Change your mind about sex?
294,721498,725283,,"I'm still mad, but I'll do it."
295,725285,727786,,"No, I've just been thinking."
296,729055,731456,,It doesn't matter if I'm afraid for your safety.
297,731458,733291,,I don't want to be the person
298,733293,735310,,who stands between you and your dreams.
299,735312,736761,,Really?
300,736763,738179,,Really.
301,738181,740315,,"If going into space means that much to you,"
302,740317,742183,,I will never say another word about it.
303,742185,743768,,Thank you.
304,743770,745320,,I love you.
305,745322,747305,,"I love you, too."
306,750576,752527,,"So, sex now?"
307,752529,754162,,Okay.
308,754164,756030,,I just forgot to brush my teeth.
309,756032,758199,,I'll be right back.
310,760369,762587,,(rhythm and blues playing)
311,764490,767658,,"¢Ü Oh, baby ¢Ü"
312,773933,776468,,¢Ü I'm ¢Ü
313,776470,778937,,¢Ü I'm not in love with you... ¢Ü
314,778939,783191,,MRS. WOLOWITZ: Over my dead body my son goes into outer space!
315,786562,789063,,I'm ready.
316,793098,794417,,"Wait, let me see if I got this right."
317,794418,795618,,You actually asked Bernadette
318,795620,797303,,to leave your house in the middle of the night?
319,797305,798704,,What choice did I have?
320,798706,800088,,She went behind my back
321,800090,802108,,and turned my own mother against me.
322,802110,804777,,Wow. You're not only our first astronaut.
323,804779,808030,,You're also the first one of us to kick a girl out of bed.
324,809783,812451,,You're like a rock star.
325,812453,814770,,Little bit.
326,814772,817873,,"I hate to say it, but she did kind of betray you."
327,817875,819542,,Interesting.
328,819544,823579,,"You see betrayal in others, but not yourself."
329,823581,827917,,Going to Wheaton's party is not betraying you.
330,827919,830252,,"Oh, of course you would have to believe that."
331,830254,832338,,Evil always thinks it's doing right.
332,833340,834790,,"""Excuse me, Stormtrooper."
333,834792,837092,,"These are the droids you're looking for."""
334,838011,840563,,I'm going to a party.
335,840565,845201,,I'm not turning R2-D2 and C-3PO over to the empire!
336,846820,848988,,Not yet.
337,850207,851340,,"So, what's gonna happen next?"
338,851342,853308,,Are you and Bernadette going to break up?
339,853310,854410,,I don't know.
340,854412,856111,,"If we're going to get back together,"
341,856113,858030,,she's going to have to apologize and accept
342,858032,861417,,that I'm a grown man who can make his own decisions.
343,861419,863002,,Then she's going to have to convince your mother
344,863004,864170,,to let you go into space.
345,864172,865821,,Obviously.
346,868241,870209,,I had no choice.
347,870211,872044,,I had to tell his mother.
348,872046,874296,,He can't go to space.
349,874298,878684,,He's like a baby bird.
350,878686,881387,,Do you know he once got an asthma attack
351,881389,884690,,from reading an old library book?
352,884692,886442,,You're kidding.
353,886444,888444,,"No, I was there that day."
354,888446,891614,,Sheldon threw his back out handing him that book.
355,893149,895117,,I don't know what I'm going to do.
356,895119,897069,,I don't want to break up over this.
357,897071,899238,,"Okay, why don't you just tell him you made a mistake?"
358,899240,901957,,Do you guys think it was a mistake?
359,901959,903993,,Am I the bad guy in this?
360,903995,906161,,It's not for us to judge.
361,906163,908497,,We're just here to provide comfort and support
362,908499,909665,,while you come to grips
363,909667,911717,,with what a despicable thing you've done.
364,913136,915721,,"Oh, God, you're right."
365,915723,920759,,I took our love and threw it under his bus-sized mother.
366,923013,924897,,I need to apologize.
367,924899,927066,,"Well, that-that's good. I'm glad you came to that."
368,927068,930319,,"But before you do, let me just ask you a big picture question."
369,930321,931103,,What?
370,931105,933272,,Are you
371,933274,937860,,100% positive you love and want to marry Howard Wolowitz?
372,937862,940329,,"I do, with all my heart."
373,940331,941563,,(clicks tongue) Got it.
374,941565,943999,,Just had to check.
375,945785,948003,,He's great.
376,951258,953175,,"All right, Sheldon."
377,953177,954426,,We're going to Wil's.
378,954428,956045,,This is your last chance.
379,956047,959081,,"No, Leonard, this is   last chance."
380,959083,960516,,"One day,"
381,960518,963052,,"a historian is going to come to you and say,"
382,963054,966021,,"""Is it true you were friends with Dr. Sheldon Cooper?"""
383,966023,968891,,And you're going to have to choke back a hot sob
384,968893,970192,,of regret and humiliation
385,970194,972444,,"as you mumble, ""I was, but"
386,972446,975314,,"""I chose to go to a party thrown by the one kid"
387,975316,977650,,"from   that no one remembers."""
388,980403,982321,,You want to drive?
389,982323,984523,,Sure.
390,984525,986742,,(door closes)
391,987661,989128,,"Hey, Sheldon?"
392,989130,991797,,"Oh, good. You picked me, you picked me."
393,991799,994383,,"No, I just got a text from Stuart."
394,994385,996251,,Brent Spiner is at the party.
395,996253,997586,,Brent Spiner?
396,997588,999388,,Yes.
397,999390,1001757,,I don't care.
398,1001759,1003709,,Really?
399,1003711,1004927,,"Brent Spiner,"
400,1004929,1006929,,Mr. Data himself. You love him.
401,1006931,1010799,,"I did, but I think I've kind of outgrown"
402,1013603,1016304,,"You know, stock characters,"
403,1016306,1018574,,"ludicrous plots, ""beam me up."""
404,1018576,1020609,,What a load of hooey.
405,1020611,1022027,,I'm going.
406,1022029,1023996,,"Live long and prosper, Sheldon."
407,1023998,1025831,,"Yeah, even that. You look like a dork."
408,1029252,1032705,,"MRS. WOLOWITZ: Howard, Bernadette's here!"
409,1032707,1034707,,Tell her I'm not home!
410,1034709,1036709,,What kind of a schmuck play is that?!
411,1036711,1038127,,She can hear you shouting!
412,1039879,1042664,,Can we talk?
413,1042666,1045300,,You can. I have nothing to say.
414,1045302,1047553,,All right.
415,1047555,1049638,,I just wanted to tell you
416,1049640,1051774,,I'm sorry I said something to your mother.
417,1051776,1054226,,"I was gonna tell her eventually,"
418,1054228,1056395,,but you went behind my back.
419,1056397,1058230,,I know. I'm sorry.
420,1058232,1059732,,I got scared.
421,1059734,1061116,,"If you're gonna love me,"
422,1061118,1063369,,you're gonna have to love the whole package:
423,1063371,1067156,,the tenderhearted poet and the crazy daredevil.
424,1068241,1070376,,I know.
425,1070378,1072828,,"Well, don't say it if you're not gonna mean it,"
426,1072830,1075297,,'cause I'm not just gonna stop with the space station.
427,1075299,1078717,,"Yeah, I want to go to the Moon, I want to go to Mars."
428,1078719,1082504,,I want to take a one-man sub to the lowest depths of the ocean.
429,1082506,1083756,,Really?
430,1083758,1086308,,You got seasick on Pirates of the Caribbean.
431,1087477,1091764,,"Well, those big kids were rocking it."
432,1092899,1096435,,"I just did what I did because I love you so much,"
433,1096437,1099721,,and the thought of losing you is more than I can handle.
434,1099723,1101223,,Really?
435,1101225,1103108,,You're my soul mate.
436,1105195,1107329,,This is where you kiss me.
437,1107331,1109531,,"Right, right. (laughs)"
438,1111785,1114069,,MRS. WOLOWITZ: Make up all you want!
439,1114071,1117456,,Your tuchis is not leaving this planet!
440,1123425,1125762,,"Hey, you know that beautiful actress who plays"
441,1125763,1127680,,the Borg Queen in
442,1127682,1131267,,"Yeah. - Well, I just met her gynecologist!"
443,1134304,1135738,,What are you doing here?
444,1135740,1137690,,Fighting for our friendship.
445,1137692,1139825,,"As peculiar and annoying as you can be,"
446,1139827,1141527,,you're still my little buddy.
447,1141529,1144113,,I'm not going to let that end here tonight.
448,1144115,1148534,,"Now put down that drink, let's meet Brent Spiner and go home."
449,1148536,1150302,,"Hey, Sheldon, I'm so glad you made it."
450,1150304,1152087,,I found something I think you might like.
451,1152089,1155657,,What I'd like is for him to have a more depressing home.
452,1155659,1158260,,This is quite lovely.
453,1158262,1160045,,This is for you.
454,1160047,1163933,,An original mint-in-package Wesley Crusher action figure.
455,1163935,1165768,,I remembered your story about the time you went
456,1165770,1167386,,to a convention when you were a kid
457,1167388,1168971,,"to get one signed, and I didn't show up."
458,1168973,1170505,,Look at what I wrote.
459,1170507,1175110,,"""To Sheldon, sorry this took so long."
460,1175112,1176478,,"Your friend, Wil Wheaton"""""
461,1176480,1178898,,It's my last one.
462,1178900,1180566,,I want you to have it.
463,1182535,1186238,,"Look, everyone. Wil Wheaton is my friend!"
464,1188291,1190459,,"Oh, wow."
465,1190461,1192995,,I haven't seen one of these in years.
466,1194748,1196916,,Remember how we used to make these things look
467,1196918,1198918,,like they were masturbating?
468,1198920,1201470,,"Brent Spiner, what have you done?!"
469,1201472,1203589,,That was an original mint-in-package
470,1203591,1204924,,Wesley Crusher action figure
471,1204926,1207142,,"signed by my close personal friend, Wil Wheaton."
472,1207144,1208427,,"Sorry, Slim."
473,1208429,1210763,,I've got some Mr. Data dolls in the trunk of my car.
474,1210765,1212381,,You want me to sign one for you?
475,1212383,1214733,,"You've already signed something, Brent Spiner."
476,1214735,1216936,,Your name on my list.
477,1219689,1221774,,"From this moment on, you are my mortal enemy."
478,1221776,1225527,,Don't worry. It doesn't take up a whole lot of your time.
479,1225529,1227579,,"Come on, buddy."
480,1227581,1229865,,Let's not waste another second on this loser.
481,1229867,1233585,,Love your house.
482,1233587,1235454,,Can   get autographed dolls?
483,1235456,1236789,,Sure.
484,1237524,1239625,,20 bucks.
485,1241511,1243679,,Ten.
486,1245148,1247299,,$18.
487,1247301,1248183,,$12.
488,1248185,1248968,,$16.
489,1248970,1250386,,Two for $30.
490,1250388,1252587,,And you come to my birthday party.
491,1253857,1255757,,Done.
492,1255759,1315759,,"== sync, corrected by   =="
