,start,end,kor,eng
73,184941,187559,,"Um, you know, I'd have to go get a hook"
74,187561,189343,,and nails and a hammer and...
75,189345,190862,,"No problem. Oh, look."
76,190864,192197,,(laughs) You got...
77,192199,195683,,You just... you got it all right there. Wow.
78,200823,203024,,I found him. He's in the bathroom.
79,203026,205076,,President Siebert?
80,205078,206578,,Can't this wait?
81,206580,208379,,I'm sorry. We just need a word.
82,208381,212550,,"Now? You realize I'm your boss, and I am holding my penis?"
83,212552,215470,,"Sheldon, give the man some privacy."
84,215472,218640,,I'm sorry. This guy's got no respect for boundaries.
85,218642,220842,,What do you want?
86,220844,222376,,Will you tell this lunatic
87,222378,224062,,that Professor Rothman's office is rightfully mine?
88,224064,226264,,Can't you take this up with your department chairman?
89,226266,229067,,We tried. His assistant said he was on sabbatical.
90,229069,233154,,Although we distinctly heard his office window open and shut.
91,233156,235857,,"Gentlemen, there's a task I'm trying to accomplish here,"
92,235859,237475,,and I'm having trouble doing it.
93,237477,241395,,"Oh, my. President Siebert, I don't mean to be an alarmist,"
94,241397,244465,,but difficulty initiating a urine stream could be a symptom
95,244467,246467,,of benign prostatic hyperplasia.
96,246469,248036,,"If you're interested,"
97,248038,250605,,I can send you a link to a YouTube video
98,250607,252941,,that'll show you how to perform your own rectal exam.
99,252943,257412,,"Uh, helpful hint-- trim your nails first."
100,259248,261349,,"Ignore him, President Siebert."
101,261351,263818,,I'm sure a young man such as yourself has a perfectly...
102,263820,265553,,(pats) healthy prostate.
103,265555,267822,,"Oh, he's just trying to butter you up."
104,267824,269023,,"And for the record,"
105,269025,272293,,butter is an excellent lubricant for your rectal exam.
106,272295,275296,,"Gentlemen, I'm going to allow the two of you to work this out"
107,275298,277465,,"because A) you're both brilliant scientists,"
108,277467,279033,,and B) as far as who gets
109,279035,281402,,"Rothman's office, I couldn't give the furry crack"
110,281404,282937,,of a rat's behind.
111,286875,288876,,"Well, as long as we're here,"
112,288878,291112,,I might as well take a leak.
113,293482,295450,,Kripke?
114,295452,296351,,Yes?
115,296353,298353,,You're in my spot.
116,312201,314402,,(both sigh)
117,315738,317905,,That is big.
118,318641,320475,,big.
119,320477,322010,,And ugly.
120,322012,323578,,So ugly.
121,323580,325213,,What am I gonna do?
122,325215,327315,,I don't know.
123,327317,329250,,You can't take it down. You'll break her heart.
124,329252,331519,,Look at that face.
125,331521,334155,,"That enormous, unsettling,"
126,334157,336691,,crazy face.
127,338661,340795,,Is there any chance I'll learn to love it?
128,340797,342930,,That depends. Do you like pictures of yourself
129,342932,344732,,where you look like a man?
130,346001,348870,,"All right, it's got to go."
131,348872,351105,,What will you tell Amy?
132,351107,352340,,How about I tell her
133,352342,353908,,the painting makes you feel jealous
134,353910,355309,,because you're not in it?
135,355311,358746,,Nuh-uh. What if she gets me one?
136,360649,362884,,I already have a picture of me and Howard's mom
137,362886,364585,,getting our hair cornrowed in Venice Beach.
138,364587,366554,,I've suffered enough.
139,366556,368890,,"Well, I guess I could take it down and put it up"
140,368892,370658,,"when she comes over, but it's kind of heavy."
141,370660,373928,,"Oh, too bad you're not as strong as the dude in the painting."
142,378133,379434,,Would you look at this?
143,379436,381736,,I paid $25 to some kid on eBay
144,381738,384605,,for a handcrafted Harry Potter wand.
145,384607,386741,,He sent me a stick.
146,388911,392280,,"He went into his backyard, he picked up a stick."
147,392282,394816,,It's numbered.
148,394818,396851,,"Ooh, limited edition."
149,396853,398386,,Nice.
150,398388,400221,,(knocking)
151,400223,401522,,"Oh, that'll be Kripke."
152,401524,403024,,LEONARD: What's he doing here?
153,403026,405777,,We're going to work this office situation out like gentlemen.
154,405779,408830,,"And if that doesn't work, I'm going to poison his tea."
155,409915,412417,,Cooper. Kripke. Come in.
156,412419,414252,,I'm making tea.
157,414254,416737,,Would you like a cup?
158,416739,418239,,Am I wearing a summer frock?
159,418241,420074,,"No, I don't want tea."
160,421076,423377,,Let's get down to brass tacks.
161,423379,427165,,Fine. In the interest of preserving our friendship...
162,427167,428249,,We're not friends.
163,428251,429767,,"Well, that's a little hard"
164,429769,431469,,"to hear, but all right."
165,432805,436891,,"As you know, the essence of diplomacy is compromise."
166,436893,438309,,"With that in mind,"
167,438311,439593,,I propose the following.
168,439595,442263,,"I will take Rothman's office,"
169,442265,446601,,and you will find a way to be okay with that.
170,448120,450455,,"How about I take Rothman's office,"
171,450457,452824,,and you go suck a lemon?
172,455610,457795,,(airy laugh)
173,459331,462100,,You sure I can't get you that cup of tea?
174,463035,464218,,How about you decide this
175,464220,467388,,with Rock-Paper-Scissors Lizard-Spock?
176,467390,470007,,What the frig is that?
177,470009,473478,,Rock-Paper-Scissors-Lizard-Spock was created
178,473480,476514,,by Internet pioneer Sam Kass as an improvement
179,476516,478816,,on the classic game Rock-Paper-Scissors.
180,478818,479984,,All hail Sam Kass.
181,479986,481986,,ALL: Hail.
182,481988,484438,,How does it work?
183,484440,485940,,"Oh, it's very simple."
184,485942,488109,,"Scissors cuts paper, paper covers rock,"
185,488111,491329,,"rock crushes lizard, lizard poisons Spock,"
186,491331,494282,,"Spock smashes scissors, scissors decapitates lizard,"
187,494284,497484,,"lizard eats paper, paper disproves Spock,"
188,497486,499420,,"Spock vaporizes rock,"
189,499422,501956,,"and as it always has, rock crushes scissors."
190,506762,509096,,I'm sorry. Can you repeat that?
191,510098,511265,,"Well, of course."
192,511267,512666,,"Scissors cuts paper, paper"
193,512668,513851,,"covers rock, rock"
194,513853,515686,,"crushes lizard, lizard poisons Spock,"
195,515688,517054,,"Spock smashes scissors,"
196,517056,518556,,"scissors decapitates lizard,"
197,518558,520174,,"lizard eats paper, paper"
198,520176,521976,,"disproves Spock, Spock vaporizes rock,"
199,521978,525847,,"and as it always has, rock crushes scissors."
200,527549,529567,,Almost got it. One more time.
201,529569,531736,,"Surely. Scissors cuts paper, paper covers rock, rock..."
202,531738,533321,,"Sheldon, stop."
203,533323,534572,,He's screwing with you.
204,534574,536707,,Is he?
205,536709,538242,,"Well, then,"
206,538244,540461,,it seems we have reached an impasse.
207,540463,543581,,I see no other option than to challenge you to a duel.
208,543583,546200,,"I'd smack you with a glove, but just last week,"
209,546202,548302,,I packed away my winter things.
210,549321,551088,,It's the 21st century.
211,551090,552390,,You can't have a duel.
212,552392,555059,,"H-Hang on, Howard."
213,556595,559880,,"Barry, how good of a shot are you?"
214,560899,562733,,Not pistols. Minds.
215,562735,564352,,"A trivia contest,"
216,564354,566020,,and you may choose the field of battle.
217,566022,569523,,"trivia,"
218,569525,570875,,"trivia,"
219,570877,573160,,"trivia,"
220,573162,575580,,or model trains.
221,575582,578499,,You have a complete advantage in trivia.
222,578501,579900,,You have an eidetic memory.
223,579902,581369,,"Plus, I haven't watched"
224,581371,583588,,since I discovered the strip club near my apartment
225,583590,586374,,has a free buffet.
226,586376,587708,,LEONARD: It's gonna be hard
227,587710,590177,,to find something you're both equally good at.
228,590179,592346,,Is there anything you're both equally bad at?
229,592348,594548,,BOTH: Sports.
230,602751,604251,,"All right, this is one-on-one."
231,604253,607088,,First person to five wins the office. Any questions?
232,607090,607855,,"Yes, Sheldon."
233,607857,609841,,Five what?
234,609843,613027,,Balls in the basket.
235,616065,617315,,Ew!
236,624623,626624,,(grunting)
237,629111,632297,,"It's out, right?"
238,640055,641806,,Time.
239,641808,643725,,Ran out of room.
240,646729,648513,,You know all those terrible things
241,648515,649764,,bullies used to do to us?
242,649766,650815,,Yeah.
243,650817,652817,,I get it.
244,658290,659891,,"Ooh, aah!"
245,662528,664963,,Hey!
246,665664,667432,,He did that on purpose!
247,667434,668833,,"No, he didn't."
248,668835,672337,,Nothing that's happening here is being done on purpose.
249,672339,675206,,"Okay, uh, forget one-on-one."
250,675208,676774,,Let's try a free throw contest.
251,676776,679844,,First person who makes a basket wins the office.
252,679846,681746,,"Making it too easy there, Hofstadter."
253,681748,684415,,"No. No, I'm not."
254,687219,688987,,"Use the force, Sheldon."
255,688989,691889,,Use the force.
256,694126,696728,,I'm gonna need more force.
257,698630,702400,,"All right, Cooper, prepare to have your heart broken."
258,704620,706320,,(sighs)
259,706322,708522,,Do I get points for that?
260,720135,721252,,Oh!
261,721254,722737,,(thud)
262,723505,725539,,(panting) (panting)
263,725541,728176,,(Sheldon and Kripke gasping loudly for breath)
264,728178,731345,,"All right, we gave it 45 minutes."
265,731347,733648,,It's no longer funny. Let's try something else.
266,735050,736434,,What do you propose?
267,736436,738019,,"Uh, on the count of three,"
268,738021,740405,,both of you bounce the balls as hard as you can.
269,740407,741823,,The highest bounce wins the office.
270,741825,743825,,"Oh, you are going down, Cooper."
271,743827,745193,,"I don't think so, Kripke."
272,745195,747578,,I've bounced many a rubber ball in my day.
273,747580,749947,,"All right, that's enough trash talk."
274,751450,752834,,"LEONARD: One,"
275,752836,755002,,"two, three."
276,756738,758539,,Sheldon was higher.
277,758541,759757,,"Congratulations,"
278,759759,760958,,Sheldon. You win office.
279,760960,764578,,Who's unsatisfactory in P.E. now?
280,767716,769500,,¢Ü We go together
281,769502,772220,,¢Ü Like rama lama lama ka dinga da dinga dong ¢Ü
282,772222,773438,,¢Ü Remembered forever...
283,773440,775156,,"Oh, what a great movie."
284,775158,777475,,I cannot believe you've never seen
285,777477,779277,,My mother didn't allow me to watch it.
286,779279,781779,,She was afraid it might encourage me to join a gang.
287,784099,785450,,I've got to go.
288,785452,786784,,I've got to get up early.
289,786786,788436,,My company's testing a new steroid
290,788438,790271,,"that supposedly doesn't shrink testicles,"
291,790273,793908,,and the last one there has to do e measuring.
292,793910,796077,,"I guess I should get going, too."
293,797612,800164,,"Good night, painting Penny."
294,800166,802216,,"Good night, real Penny."
295,802218,804585,,"Good night, real Amy."
296,804587,807889,,"You don't have to say good night to painting Amy,"
297,807891,809874,,'cause she's never leaving.
298,812478,814345,,"Good night, real Penny."
299,814347,816147,,Bye.
300,816149,818065,,"Good night, transvestite Penny."
301,820969,822103,,(sighs)
302,822105,824355,,Okay. Let us take you off the wall.
303,827159,829360,,"Out of sight, out of mind."
304,830812,832980,,I wish.
305,834633,837368,,"You know, can I borrow that movie?"
306,837370,839670,,Those singing hooligans really got my motor running.
307,839672,841873,,"Sure, sure. Enjoy."
308,841875,844208,,"I mean, get it back to me when you can, or..."
309,844210,845593,,"you know what, actually, you keep it."
310,845595,847011,,It's just going to be my gift to you.
311,847013,848713,,Bye. - Thank you.
312,848715,850664,,Wait... Where'd the painting go?
313,850666,852216,,It's right over there.
314,853418,855603,,Why?
315,856271,858472,,I have no idea. That is weird.
316,861176,862610,,You hate it. - No.
317,862612,865730,,"No, no. It's just, it's a little big."
318,865732,867949,,"I feel like an idiot. - No, come on, you're not an idiot."
319,867951,869300,,"Look, just help me put it back up."
320,869302,871352,,Why? So you can just take it down when I leave?
321,871354,873704,,"I don't need your pity. Oh, Amy, come on..."
322,873706,877241,,(choking up): I'm just glad I didn't go for the sculpture.
323,880078,883614,,"Ah, the spoils."
324,883616,885416,,I see why victors love them.
325,887319,888753,,"I'm happy for you, Sheldon."
326,888755,891455,,But I have to admit I'm going to miss sharing an office with you.
327,891457,892924,,"Oh, of course you are."
328,892926,895159,,Feel free to drop by any time.
329,895161,897228,,Thank you. Yeah. Call first.
330,903068,905136,,Oh. Hello.
331,907439,908406,,Professor Rothman.
332,908408,910208,,This isn't your office anymore.
333,910210,911609,,You're retired.
334,911611,917381,,"I think the word you're looking for is... ""invisible."""
335,920953,923487,,I came to say I'm sorry.
336,923489,925289,,Don't bother.
337,925291,927258,,"Oh, Amy, please. I'm so humiliated."
338,927260,929493,,"I sat there the whole time that we were watching ""Grease,"""
339,929495,931963,,thinking you liked the painting. I know.
340,931965,933998,,"I was a fool from ""Summer Lovin'"" to the very last"
341,934000,935967,,"""rama lama lama ke ding a de dinga a dong."""
342,937836,939337,,You're right. You're absolutely right.
343,939339,940871,,I should have been honest with you
344,940873,942740,,and told you the gift was too much.
345,942742,944842,,"Yes, too much."
346,944844,946844,,Because our friendship is fundamentally asymmetrical.
347,946846,950014,,I clearly like you more than you like me.
348,950016,951782,,I don't think you can put a number on
349,951784,953384,,how much one person likes another.
350,953386,956320,,I bought you a painting that's 12 square feet in area.
351,956322,957388,,There's a number.
352,957390,959457,,"Amy, come on..."
353,959459,961092,,"If you don't like feet, you can try dollars."
354,961094,962660,,The painting set me back three grand.
355,962662,965930,,"Three gr... Oh, my God!"
356,966732,968266,,"Look, look, Amy,"
357,968268,970968,,"all you need to know is, you are my friend"
358,970970,973371,,and I don't want to lose you out of my life.
359,973373,977008,,"I'm sorry, I'm just having trouble believing you right now."
360,979611,981078,,Grab your hammer.
361,981080,983547,,No. Damage is done.
362,983549,988419,,"Okay, look, I didn't want to say this, but the real reason"
363,988421,990855,,I took the painting down was...
364,990857,994659,,because it made Bernadette very jealous.
365,994661,996861,,"Oh, my goodness,"
366,996863,999030,,how could I have not seen that?
367,999032,1000164,,The painting is
368,1000166,1002366,,"a constant reminder that of the three of us,"
369,1002368,1004902,,she is the least cool.
370,1004904,1009073,,"Yeah, that's... that's what it is, so..."
371,1009075,1010508,,You have such a good heart.
372,1010510,1013210,,Yeah... I try.
373,1013212,1015046,,Come on.
374,1015048,1016547,,"Whoa, whoa, where are we going?"
375,1016549,1018182,,We're going to go put this painting back up
376,1018184,1019684,,"in your apartment. Well, what about Bernadette?"
377,1019686,1022420,,"Oh, screw her. She's just lucky we let her hang out with us."
378,1025357,1027525,,(air conditioner blowing loudly)
379,1045644,1046844,,What are you doing?
380,1046846,1049313,,I'm trying to raise the temperature in here
381,1049315,1051582,,before my nipples tear through my shirt.
382,1052751,1055619,,Why don't you just turn up the thermostat?
383,1055621,1057154,,Aha! Good question.
384,1057156,1059690,,It turns out the thermostat for my new office
385,1059692,1062360,,"isn't in my new office. No. It's next door,"
386,1062362,1064228,,"in Professor Davenport's office,"
387,1064230,1065963,,who is currently enjoying the hot flashes
388,1065965,1067798,,associated with menopause.
389,1068667,1070835,,Why is there a hole here?
390,1070837,1072837,,Why is there a hole in my new office?
391,1072839,1075139,,I've narrowed it down to two possibilities:
392,1075141,1076907,,"""There was something in the wall"
393,1076909,1079377,,"that someone outside the wall wanted,"""
394,1079379,1080611,,"or the more disturbing,"
395,1080613,1083881,,"""there was something in the wall that wanted out."""
396,1085283,1087685,,"Well, at least you finally got a window that opens."
397,1087687,1088619,,That's nice.
398,1088621,1090988,,Is it? Listen.
399,1090990,1092089,,(wind chimes jangle faintly)
400,1092091,1093257,,"What, you don't like wind chimes?"
401,1093259,1095493,,"No, I hate them, but it gets worse."
402,1097295,1098729,,(mockingbird whistling)
403,1098731,1101365,,There it is. - The bird?
404,1101367,1104101,,It's completely out of tune with the wind chimes.
405,1105003,1105970,,So?
406,1105972,1107204,,"You don't get it, do you?"
407,1107206,1108672,,That's a mockingbird.
408,1108674,1110741,,"Mockingbirds can change their song,"
409,1110743,1112643,,which means he's out of tune on purpose.
410,1112645,1114078,,(mockingbird continues singing)
411,1114080,1115679,,He's mocking me.
412,1115681,1116781,,(rumbling)
413,1116783,1119083,,Oh dear. There it is again. Do you feel it?
414,1119085,1123154,,The growing realization that you are one wacky bastard? Yep.
415,1123156,1125489,,No. The vibration.
416,1125491,1127491,,"We are directly underneath the geology lab,"
417,1127493,1130094,,and they're running their confounded sieve shakers again.
418,1130096,1131395,,"Hey, gravel monkeys,"
419,1131397,1134698,,"if you need to shake rocks, try jiggling your heads around!"
420,1134700,1137001,,"Sheldon, relax."
421,1137003,1138068,,How can I relax?
422,1138070,1139937,,My nervous system is being stretched out
423,1139939,1143207,,like the strings of a harp and plucked by holes and birds
424,1143209,1145776,,and wind and the low-hanging scrotum
425,1145778,1147545,,of the difficult-to-evict Professor Rothman.
426,1150115,1151282,,"If you're not happy,"
427,1151284,1152917,,why don't you just let Kripke have the office?
428,1152919,1154285,,"Wait, and let him win?"
429,1154287,1156287,,Do I look crazy to you?
430,1156289,1157655,,"(rumbling) We're trying to think down here,"
431,1157657,1160307,,you geode-loving feldspar jockeys!
432,1160309,1161942,,(mockingbird whistles) And you...
433,1161944,1164495,,"the notes are C, D, E, G and A."
434,1164497,1167264,,You pick one or I am chopping down that tree!
435,1177671,1179182,,How's that?
436,1179183,1181967,,Little higher on the right.
437,1181969,1183886,,Now? - Little more.
438,1183888,1185971,,No. That's got it.
439,1187891,1190476,,"Yeah, okay. That's, uh, that's good."
440,1191394,1192834,,I'll let you in on a little secret.
441,1192859,1193980,,Mm.
442,1193981,1196866,,Originally we were painted nude.
443,1202806,1205774,,"But I had him add clothes, 'cause I thought"
444,1205776,1208961,,it was an unnecessary challenge to our heterosexuality.
445,1211248,1213716,,"Yeah, good call."
446,1213718,1216001,,"But if you ever change your mind, all it would take"
447,1216003,1219054,,"is some warm, soapy water and a couple of sponges."
448,1220073,1221376,,"You're talking about the painting, right?"
449,1221401,1222601,,Sure.
450,1228231,1230933,,SHELDON: Help! Somebody help!
451,1234404,1235754,,What happened?
452,1235756,1239508,,I was trying to see what was in here and my head got stuck.
453,1239510,1241643,,Why would you do that?
454,1241645,1244446,,It's called scientific curiosity!
455,1245699,1247733,,Now go get butter.
456,1247735,1249151,,Hang in there.
457,1249153,1250953,,I'll be right back.
458,1252255,1312255,,"== sync, corrected by   =="
