,start,end,kor,eng
56,156588,158087,,We have to do something special.
57,158089,160923,,You know Germans have an interesting pre-wedding custom--
58,160925,164010,,"Well, it's probably not for me."
59,166430,168714,,Maybe we can go up to Napa Valley.
60,168716,170082,,They've got that wine train.
61,170084,171517,,"Boo, wine!"
62,171519,173903,,"But yay, trains. I'm in."
63,173905,176856,,"Anyway, it's a beautiful time of year."
64,176858,178908,,"Uh, you travel through the vineyards."
65,178910,180109,,There's a tasting on board.
66,180111,182745,,And all the wildflowers are in bloom.
67,182747,184831,,Magic.
68,184833,186415,,"Look at that, in 30 seconds,"
69,186417,189802,,we went from hiring women to being them.
70,190904,194340,,"¢Ü Our whole universe was in a hot, dense state ¢Ü"
71,194342,198094,,¢Ü Then nearly 14 billion years ago expansion started... Wait! ¢Ü
72,198096,199745,,¢Ü The Earth began to cool ¢Ü
73,199747,202431,,"¢Ü The autotrophs began to drool, Neanderthals developed tools ¢Ü"
74,202433,204417,,¢Ü We built the Wall ¢Ü ¢Ü   ¢Ü
75,204419,207353,,"¢Ü Math, Science, History, unraveling the mystery ¢Ü"
76,207355,209272,,¢Ü That all started with a big bang ¢Ü
77,209274,211073,,¢Ü   ¢Ü
78,211098,215098,,"Original Air Date on April 26, 2012"
79,215123,219123,,"== sync, corrected by   =="
80,220273,222266,,"So, I hear you and the lost boys are having"
81,222267,224551,,a bachelor party tonight.
82,224553,227053,,"Yeah, just going to a restaurant, get some steaks,"
83,227055,229839,,and scotch. Nothing to worry about. Why should I worry?
84,229841,231507,,"Well, I don't know. It's a bachelor party."
85,231509,232609,,There could be strippers.
86,232611,234060,,Wouldn't that make you a little jealous?
87,234062,237030,,"Oh, come on Leonard, it's you. What's going to happen?"
88,237032,239015,,"I mean, even if there was a stripper,"
89,239017,240483,,all you'd do is avoid eye-contact
90,240485,244154,,and maybe offer to help her kid with his homework.
91,244156,246823,,"Hey, I am a young man in his sexual prime."
92,246825,249826,,"Under the right conditions, I-I-I am capable of just,"
93,249828,252862,,really crazy stuff.
94,252864,254581,,Really? What is the craziest thing
95,254583,255965,,you've ever done with a woman?
96,255967,258835,,And the time you and I had sex in the ocean does not count.
97,258837,261304,,"Oh, come on. That's got to count."
98,261306,265158,,"There was a really strong undertow, we could have died."
99,265160,266926,,"Well, have fun tonight."
100,266928,268311,,"Oh, I will."
101,268313,271231,,There is no telling what might happen.
102,272566,273983,,"(chuckling): Yeah, there is."
103,275236,277187,,"You know, there's nothing wrong helping"
104,277189,279689,,some woman's kid get through their S.A.T.'s.
105,283577,285328,,"Hey, I got to hand it to Raj,"
106,285330,287580,,He found a really nice spot to have a bachelor party.
107,287582,289165,,It's not bad.
108,289167,292502,,Unless you compare it to a train; then it stinks.
109,294138,295338,,Are you drinking whiskey?
110,295340,296740,,Indeed.
111,296742,299742,,If I'm to participate in the social convention
112,299744,303630,,"that is the stag night, then I must embrace all its components:"
113,303632,308718,,"including tobacco, swear words, and yes, alcohol."
114,309837,313723,,Jeepers! That's yucky.
115,313725,316226,,"Whoa, it's a little early to start"
116,316228,319012,,"dropping J-bombs, don't you think?"
117,319014,320647,,"Hey, you guys."
118,320649,323366,,"Oh, hey, Wil. Nice of you to make it out tonight for Howard."
119,323368,325068,,"Well, it was either this or another"
120,325070,327404,,hot tub party at George Takei's house.
121,327406,329105,,I'm confused.
122,329107,330940,,"I thought since our reconciliation,"
123,330942,332442,,I was your friend in this group.
124,332444,334097,,"Oh, I'm friends with Howard too."
125,334122,334795,,Oh!
126,334796,337330,,I guess you're just friends with anybody.
127,339917,341784,,Aah!
128,341786,344220,,"Hey, uh, Leonard..."
129,344222,347390,,things are a little tight at the comic book store.
130,347392,350460,,I might need some help covering my share of the check.
131,350462,352145,,"Oh, yeah, no worries."
132,352147,353930,,And maybe a few bucks for the valet.
133,353932,355014,,"Oh, all right."
134,355016,357016,,And gas money to get home.
135,357018,359302,,"Yeah, sure. Great."
136,359304,362203,,You know what? This is my grandfather's watch.
137,362228,362639,,Oh.
138,362640,364974,,"18-carat gold, got it in Europe during the war."
139,364976,366642,,"Wow, that's very nice. Mm-hmm."
140,366644,368828,,100 bucks and it's yours.
141,368830,370780,,"KOOTHRAPPALI: Hey, everybody!"
142,370782,372499,,The bachelor boy has arrived! (chuckles)
143,372501,376336,,ALL: ¢Ü For he's a jolly good fellow ¢Ü
144,376338,378488,,¢Ü For he's a jolly good fellow ¢Ü
145,378490,382175,,¢Ü For he's a jolly good fellow ¢Ü
146,382177,383843,,¢Ü Which nobody can deny ¢Ü
147,383845,386179,,"Yes, yes, yes. He's a jolly good fellow."
148,386181,388681,,What time do the strippers arrive?
149,388683,392268,,"Actually, Barry, we're not going to have strippers tonight."
150,392270,395972,,"Ah, then what the frig did I get 200 dollars in singles out for?"
151,397725,399893,,You want to buy a watch?
152,402846,405548,,"This is Maid of Honor Amy Farrah Fowler,"
153,405550,407150,,bringing you the wedding activities
154,407152,409369,,just weeks out from the big day.
155,409371,412789,,"Let's check in with a beautiful, radiant young woman,"
156,412791,416075,,and her friend who's about to get married.
157,417495,419796,,"Ladies, can you tell us what you're doing?"
158,419798,421297,,"Um, these are gift bags"
159,421299,423866,,we're going to put in the hotel rooms of our out-of-town guests.
160,423868,425568,,This is a map of Pasadena.
161,425570,427504,,This is a list of local restaurants.
162,427506,428871,,"And then, for Howie's relatives,"
163,428873,430673,,"we have antihistamines, antacids,"
164,430675,433709,,and medicine for diarrhea and constipation.
165,433711,436429,,"Yeah, we labeled them ""stop and go."""
166,438849,440967,,"AMY: All right, pivoting to the big question:"
167,440969,442718,,"Bernadette, on your wedding night"
168,442720,444370,,you'll be consummating your marriage.
169,444372,446489,,What do you think your first sexual position will be
170,446491,449409,,as husband and wife?
171,449411,451227,,"Amy, please."
172,451229,452862,,Keeping in mind that whoever's on top
173,452864,455498,,may set the tone for the marriage.
174,455500,457900,,"Okay, show's over."
175,457902,460537,,"Hey, they may conceive a child on their wedding night."
176,460539,461955,,Don't you think the kid might get a kick
177,461957,463523,,out of knowing how it happened?
178,464408,465758,,I don't care.
179,465760,468077,,"Ask her things like ""Are you going to take Howard's name?"""
180,468079,470346,,"Not ""Who's going to sit on who."""
181,471715,473967,,I've actually been thinking I'm going to hyphenate:
182,473969,477804,,Bernadette Maryann Rostenkowski-Wolowitz.
183,477806,478938,,Nice.
184,478940,480189,,"You know, you should totally get"
185,480191,482475,,Bernadette Maryann Rostenkowski-Wolowitz.com
186,482477,485928,,before someone snaps it up.
187,485930,487647,,Howard already took care of it.
188,489149,491484,,"Plus, he set up our beautiful wedding Web site"
189,491486,493870,,with cute little facts about our family histories.
190,493872,495572,,"Do you know, for a while in Poland,"
191,495574,498074,,my family and his family were neighbors.
192,498076,499292,,"Oh, that's cool."
193,499294,502378,,"No, it's not. I'll explain it to you later."
194,505299,507083,,(all laughing) (clinking on glass)
195,507085,509552,,"May I have your attention, please?"
196,509554,513056,,We are hear tonight to celebrate the upcoming nuptials
197,513058,515625,,of my best friend Howard Wolowitz.
198,515627,517627,,ALL: Hear! Hear!
199,517629,520346,,"And, apparently, Wil Wheaton's best friend."
200,520348,522398,,Sheldon...
201,522400,524350,,Talk to the hand.
202,525569,526986,,Does anyone have any words
203,526988,530523,,they'd like to say about our man of the evening?
204,530525,531524,,I do.
205,531526,533092,,(all groan)
206,533094,534494,,"As is the tradition,"
207,534496,537664,,I have prepared a series of disrespectful jokes
208,537666,540416,,which generate humor at Howard's expense.
209,540418,542318,,Prepare to have your ribs tickled... (clears throat)
210,542320,546873,,Howard... I always thought you'd be the last one of us
211,546875,550493,,"to ever get married, because you are so short and unappealing."
212,550495,551694,,Am I right?
213,552646,554163,,Let's see here.
214,554165,555665,,"Oh, seriously though, Howard,"
215,555667,559435,,you're actually one of the most intelligent people I know.
216,559437,561387,,"And that's a zinger, because you're not."
217,561389,563673,,(laughs)
218,563675,566192,,I've always thought that you'd make
219,566194,568177,,someone a fine husband someday.
220,568179,569862,,"Assuming you'd be able to get the parts,"
221,569864,571564,,and develop the engineering skills
222,571566,573650,,"to assemble them, which I don't see as likely."
223,573652,574751,,Hacha!
224,574753,575935,,(laughs)
225,575937,577036,,(laughs)
226,577038,578655,,Okay... Let me see here.
227,578657,580223,,"Okay, kidding aside--"
228,580225,582625,,"Howard, you are a good friend."
229,582627,585161,,And I wish you nothing but happiness.
230,585163,586496,,"Bazinga, I don't!"
231,587598,589716,,Sheldon... Doubleazinga! I do!
232,590751,593703,,Good luck following that.
233,596140,598508,,"So, Howard Wolowitz tying the knot."
234,598510,601561,,Leaving his crazy bachelor days behind.
235,601563,603730,,He was a wild one.
236,603732,606933,,"Well, I guess we all kind of were."
237,607768,609885,,"I remember this one time,"
238,609887,613222,,I was with this girl at the beach.
239,613224,617410,,We were in the ocean and we started making out.
240,618529,621280,,"I know, it was crazy."
241,622249,624200,,I wasn't even wearing my Aquasocks.
242,625703,626753,,Then...
243,626755,627737,,"Nobody cares, Hofstadter."
244,627739,628871,,Wrap it up.
245,628873,630089,,Right.
246,630091,631040,,To Howard.
247,631042,632575,,ALL: To Howard.
248,632577,634544,,I totally had sex in the ocean.
249,637014,641017,,"Okay, I'll go."
250,641019,646305,,"Howard, when I think about you and Bernadette"
251,646307,649258,,"starting this wonderful life together,"
252,649260,652278,,I can't help but get a little choked up.
253,652280,653479,,I mean...
254,653481,654480,,look at you.
255,654482,657233,,You have everything.
256,657235,658534,,Look at me.
257,658536,660603,,I'm 37.
258,660605,662955,,"I sleep in the back of a comic book store,"
259,662957,666726,,and I have the bone density of an 80-year-old man.
260,668779,671247,,(whispers): To Howard.
261,671249,674617,,"Yeah, to Howard. Yes..."
262,674619,677220,,"Um, uh, who's next? KRIPKE: I'll go."
263,677222,682141,,"Howard, I'm gonna say something to you that everybody's thinking"
264,682143,685428,,but no one has the courage to say out loud.
265,685430,687480,,"When you invite a man to a bachelor party,"
266,687482,690233,,"the implication is, there will be strippers."
267,690235,692769,,"Maybe not completely nude,"
268,692771,694403,,but at least pasties and G-strings.
269,694405,696489,,That's not unreasonable.
270,696491,698941,,"KOOTHRAPPALI: Hear, hear. ALL: Hear, hear."
271,698943,701494,,"Okay, uh, anybody else?"
272,701496,703145,,Huh? No?
273,703147,707583,,"Okay, it all comes down to me, the best man."
274,707585,709819,,(laughs)
275,709821,713489,,Ooh! This grasshopper is kicking my ass-hopper.
276,713491,716992,,"Okay, okay, when I first came to this country,"
277,716994,720496,,"I-I didn't know how to behave or how to dress,"
278,720498,723382,,or what was cool... I was pretty lonely.
279,723384,727169,,"But then I met Howard, and suddenly, my life changed,"
280,727171,731057,,because we could be lonely together.
281,734344,738147,,This man became my whole world.
282,738149,740700,,"Yeah, nice speech, Francine."
283,744354,747740,,"I'm not done, but thank you."
284,747742,750025,,I think back....
285,752462,754881,,"...to all the good times we had, like, uh,"
286,754883,757032,,when we went camping and spent that night
287,757034,758751,,telling each other all our secrets.
288,758753,761704,,I told him I'm addicted to pedicures
289,761706,764924,,and he told me he lost his virginity to his cousin.
290,764926,768060,,(all laugh)
291,768062,770980,,She was my second cousin.
292,770982,772732,,And the first woman you ever disappointed sexually.
293,772734,775101,,Ba-da-bazinga!
294,775103,777887,,"Oh... oh, yeah, and then there was the time"
295,777889,781157,,when Leonard and I took Howard to Las Vegas
296,781159,784994,,and paid a hooker to pretend she was Jewish
297,784996,788998,,and that she wanted his little kosher pickle.
298,789000,790900,,(all laugh)
299,790902,793035,,"Of all the ""Howard humping hookers"" stories,"
300,793037,795204,,that one's my favorite!
301,795206,797740,,"Okay, buddy, that's it. Sit down."
302,797742,800676,,"Oh, oh, what about that tubby girl"
303,800678,803212,,in the Sailor Moon costume at Comic-con?
304,804381,806265,,Don't remember. Please sit down.
305,806267,809051,,"The only threesome I've ever had in my life,"
306,809053,812355,,and I'm proud to say it was with this man right here.
307,812357,815808,,(all laugh)
308,815810,817526,,"Oh, please shut up."
309,817528,818978,,"Oh, oh, don't get me wrong,"
310,818980,821147,,nothing happened with me and Howard.
311,821149,824734,,There was about 200 pounds of Sailor Moon between us.
312,824736,826152,,(laughter)
313,828538,833759,,"Oh, Internet, this is so going all over you."
314,833761,836946,,"Jeepers, I'm drunk. (both laugh)"
315,846742,848506,,Thank you for picking us up.
316,848508,850609,,"There's a warning, right there, on the scotch bottle."
317,850611,853145,,(Scottish accent): You cannot be operatin' heavy machinery
318,853147,856281,,"after you had a snootful of this, laddie!"
319,856283,860569,,(both laughing)
320,861071,863405,,Funny.
321,863407,865156,,You boys have a nice time?
322,865158,867258,,"Yeah, it was great."
323,867260,868376,,"Low-key, like I promised."
324,868378,870578,,"No hanky-panky, no strippers."
325,870580,874249,,Just the guys telling jokes.
326,874251,876418,,That's nice.
327,876420,879888,,How about you? Did you have a fun night?
328,879890,882891,,"Yeah, we, uh, made gift bags, had wine,"
329,882893,885643,,and then went online and saw this.
330,885645,889380,,"KOOTHRAPPALI: Of all the ""Howard humping hookers"" stories,"
331,889382,891099,,that one's my favorite.
332,896489,898606,,"You know, we're not that far from my apartment."
333,898608,901860,,"If you stop the car, I can walk from here."
334,901862,905397,,"You ain't goin' anywhere, Threeway."
335,905399,908616,,"Bernadette, listen... You lied to me."
336,908618,911119,,"You said you told me about all the girls you've been with,"
337,911121,915707,,"but you never mentioned your cousin, the prostitute or Raj!"
338,915709,919294,,"Seriously, you don't even have to stop the car."
339,919296,920912,,Anything under ten miles an hour
340,920914,922914,,and I can combat-roll into the street.
341,925301,927552,,"Okay, just to set the record straight,"
342,927554,931940,,"I didn't hire the prostitute, she was a gift from him."
343,931942,933308,,"Shame on you, Raj."
344,933310,935927,,That is not how we treat women in this country.
345,937446,939481,,Don't you try and blame this on him.
346,939483,941733,,"Thank you, Bernadette. - Zip it, pervert!"
347,945037,947405,,I don't know what I'm going to do.
348,947407,949524,,I'm supposed to marry Howard in a couple weeks
349,949526,952460,,and I'm not sure I even know who the man is anymore.
350,952462,954796,,I'm curious what's bothering you most:
351,954798,957999,,"the borderline incest, the prostitute or group sex"
352,958001,960969,,with the girl dressed as the children's cartoon?
353,961837,963972,,"Amy, remember when we went over things"
354,963974,966007,,that would be helpful and things that wouldn't?
355,966009,967642,,Right.
356,967644,969928,,And that was... - Not.
357,971814,974399,,"When I first met Howard, he seemed so innocent to me,"
358,974401,976801,,just a sweet little guy who lives with his mother.
359,976803,978803,,"Well, if that's what you like, I'll take you"
360,978805,981322,,to the comic book store-- the place is full of 'em.
361,982258,984692,,Wait a minute.
362,984694,986811,,You set me up with Howard.
363,987413,988413,,Did you know about
364,988415,990148,,all the creepy stuff he was into?
365,990150,992534,,"Well, a little. You hear stuff..."
366,995070,997071,,Why didn't you tell me
367,997073,998256,,"Well, I was gonna, but I didn't think"
368,998258,999908,,it would go past the first date.
369,999910,1001793,,"Then, when it did, I thought for sure"
370,1001795,1003461,,it wouldn't go past you meeting his mother.
371,1003463,1005380,,Definitely not past the two of you sleeping together.
372,1005382,1010101,,"I mean, the warning signs were there-- this is really on you."
373,1010103,1010919,,God!
374,1010921,1012720,,I thought you were my friend.
375,1012722,1015156,,(crying)
376,1015158,1016808,,(sighs)
377,1016810,1018526,,(door slams)
378,1018528,1020178,,I don't think that was helpful.
379,1022948,1025066,,"Hi, Bernie, it's me again."
380,1025068,1027285,,Please call me back.
381,1027287,1029737,,"Dude, I am so sorry."
382,1029739,1032023,,"It's not your fault, it's mine."
383,1032025,1034409,,"I did all that stuff, not you."
384,1034411,1037361,,"Actually, you did do one of them together."
385,1038414,1040197,,Here.
386,1040199,1041282,,What is this?
387,1041284,1042366,,You're upset.
388,1042368,1043334,,The convention is to
389,1043336,1045003,,bring an upset person a hot beverage.
390,1045005,1046621,,"No, but what is it?"
391,1046623,1047555,,Chicken broth.
392,1047557,1050008,,It seemed culturally appropriate.
393,1051227,1053011,,"Also, there was a single cube of chicken bouillon"
394,1053013,1054596,,in the cupboard when I moved in
395,1054598,1058099,,and it's been bothering me for the last eight years...
396,1058101,1060318,,"So, as they say, two birds."
397,1061937,1064439,,I don't know what my next move is.
398,1064441,1067275,,"Well, Howard, I don't know much about women..."
399,1067277,1069561,,"Yeah? - No, uh, that, that's it."
400,1069563,1071713,,I don't know much about women.
401,1073115,1074816,,"Raj, you got anything?"
402,1074818,1078069,,I've got the phone number of the tubby girl from Comic-Con.
403,1080072,1082757,,I'm not calling the girl from Comic-con.
404,1082759,1084008,,All right.
405,1084010,1086461,,More Sailor Moon for me.
406,1088430,1091082,,I just threw up the bachelor party.
407,1094270,1095853,,"Please come out, Bernadette."
408,1095855,1097355,,Let's talk through this.
409,1097357,1098840,,"BERNADETTE: No, leave me alone."
410,1098842,1102393,,Perhaps you should give him a taste of his own medicine.
411,1102395,1104279,,Do you have a cousin who you find attractive?
412,1104281,1107682,,(knocking on door) Amy.
413,1107684,1109367,,"Hey, you introduced him to the sleazebag."
414,1109369,1111936,,I'm just trying to clean up your mess.
415,1113605,1115056,,"Oh, hi."
416,1115058,1116207,,Hi.
417,1116209,1118293,,I need to talk to Bernadette.
418,1118295,1121612,,"Well, I don't think she wants to talk to anyone right now."
419,1121614,1125967,,"All right, well, could you at least give her a message?"
420,1125969,1127785,,"Yeah, sure, I guess."
421,1127787,1131589,,Tell her I'm really sorry.
422,1131591,1136928,,"And if she doesn't want to marry me, I get it."
423,1136930,1139347,,But what I really want her to know
424,1139349,1141632,,"is the guy that she's disgusted by,"
425,1141634,1143768,,"is the guy that I'm disgusted by, too."
426,1143770,1146821,,But that guy doesn't exist anymore; he's gone.
427,1146823,1151909,,And the reason is because of her.
428,1151911,1157332,,"So, if this relationship is over,"
429,1157334,1161452,,"let her know that she made me a better man,"
430,1161454,1165923,,and tell her thank you.
431,1165925,1169727,,"(voice breaking): Oh, my God, Howard."
432,1169729,1174265,,That's the most beautiful thing I've ever heard.
433,1174267,1178436,,And it came out of you.
434,1179421,1182106,,Howie?
435,1182108,1185360,,Penny has a message for you.
436,1185362,1187278,,I heard.
437,1187280,1190765,,"Your voice, not unlike your mother's, travels through walls."
438,1190767,1193234,,Do you want me to go?
439,1193236,1194819,,No.
440,1195354,1196687,,Come here.
441,1202027,1203828,,I'm still really mad at you.
442,1203830,1205696,,I get that.
443,1205698,1208332,,Is there anything else about your past I should know?
444,1208334,1211169,,"Couple things, but, you know, most of them happened overseas."
445,1211171,1213337,,I'll tell you later.
446,1215174,1216491,,Okay.
447,1216493,1218843,,"So, is the wedding still on?"
448,1218845,1222180,,"Yeah, the wedding's still on."
449,1223716,1225633,,"(laughing): Oh, thank God."
450,1225635,1228369,,I'm still a maid of honor!
451,1229721,1232273,,"Oh, what the hell."
452,1233192,1235426,,AMY: This is kind of hot.
453,1245525,1247859,,Hello.
454,1247861,1249711,,What's with the robe?
455,1249713,1252080,,"I'm gonna have sex with you right here,"
456,1252082,1254299,,"right now, on that washing machine."
457,1257220,1259071,,"No, you're not."
458,1259073,1262090,,"Come on, please."
459,1263593,1265043,,"If you want to do something,"
460,1265045,1267446,,you can help me fold this sheet.
461,1268765,1271316,,"Folding a sheet in my underwear, still pretty crazy."
462,1271318,1331318,,"== sync, corrected by   =="
