,start,end,kor,eng
130,351450,354034,,"of that book, you know who should play Leonard's mother?"
131,354036,355719,,Sandra Bullock.
132,356337,357587,,Why?
133,357589,361441,,Because she's great in everything.
134,363994,366296,,"Now, where were we?"
135,366298,368465,,"Oh, yes. Does anyone have any wood?"
136,368467,369516,,(both snickering)
137,369518,370833,,"Oh, come on!"
138,370835,372636,,I just want wood.
139,372638,374437,,Why are you making it so hard?
140,374439,375989,,(both laughing)
141,383013,385848,,"So, do they have a name for a first date"
142,385850,387734,,with someone you used to go out with?
143,387736,389819,,"Oh, that's a good question."
144,389821,391354,,"How about ""awkward""?"
145,391356,394374,,"Yeah, that sounds right."
146,394376,396159,,Yeah?
147,396161,399913,,"Hey, how about if we pretend we're actually on a first date?"
148,399915,401197,,See how that goes.
149,401199,402215,,Okay.
150,402217,404334,,(clears throat)
151,404336,406886,,"So, Polly, tell me about yourself."
152,406888,407921,,(chuckles)
153,407923,408922,,It's Penny.
154,408924,410873,,"Oh, sorry, yeah. Awkward."
155,410875,413209,,(laughs)
156,413211,414561,,"Okay, uh, let's see."
157,414563,417814,,"I'm from Nebraska, and ever since I was a little girl,"
158,417816,420400,,I dreamed of moving to L.A. and becoming a movie star.
159,420402,421985,,"Anyway,"
160,421987,424771,,"after four years of acting lessons and waiting tables,"
161,424773,426723,,I've done a hemorrhoid commercial
162,426725,429409,,and a production of Anne Frank above a bowling alley.
163,429411,430527,,(chuckles)
164,430529,433580,,"So, you know, dreams do come true."
165,434532,435498,,Your turn.
166,435500,436566,,"Uh, let's see."
167,436568,437751,,(clears throat)
168,437753,440069,,"Uh, I am an experimental physicist at Cal-Tech,"
169,440071,443339,,"most of my research is with high-powered lasers,"
170,443341,445675,,"and, oh, I've just gotten a big government grant"
171,445677,448011,,to see if they can be used to knock out
172,448013,449129,,incoming ballistic missiles.
173,449131,450580,,Wow. Can they?
174,450582,452382,,"Oh, God, no."
175,455919,457754,,The money's pretty good.
176,458939,462475,,And I used the equipment to make my own Bat-signal.
177,462477,463610,,(laughs)
178,463612,464778,,Bat-signal?
179,464780,466229,,"What are you, some kind of nerd?"
180,466231,469983,,"Not some kind of nerd, I'm the king of the nerds."
181,469985,471451,,(laughs)
182,473821,475455,,What does that mean?
183,475457,478208,,"Uh, it means if anyone displeases me,"
184,478210,480810,,I don't help them set up their printer.
185,480812,482495,,(laughs)
186,482497,483997,,You are so funny.
187,483999,485215,,Good.
188,485217,487133,,Remember that when I take my shirt off.
189,487135,488334,,(both laugh)
190,490171,491221,,"Leonard, this is nice."
191,491223,492505,,I'm so glad we did this.
192,492507,493606,,"Me, too."
193,495726,496793,,So what do you think?
194,496795,498061,,Are we gonna get back together?
195,498063,500680,,Whoa. Not so fast.
196,500682,502532,,"I'm sorry, what did I say?"
197,502534,506269,,"Leonard, you know I will always have feelings for you."
198,506271,507821,,"Oh, God. What?"
199,507823,509239,,"You said ""always."""
200,509241,510807,,You'll always have feelings for me.
201,510809,511741,,So?
202,511743,513276,,"So, that sounds more like"
203,513278,515195,,something you'd say if you   want
204,515197,516329,,a relationship with someone.
205,516331,517747,,"""This isn't working out,"
206,517749,519532,,"but I'll always have feelings for you."""
207,519534,521417,,"""I'm sorry I slept with your best friend,"
208,521419,523319,,"but I'll always have feelings for you."""
209,523321,524788,,"""Here's the thing, Lisa,"
210,524790,528541,,"I'm into dudes now, but I'll always have feelings for you."""
211,528543,530927,,How would you say it?
212,530929,532829,,I have feelings for you.
213,532831,534130,,"It's the same thing. No, it's not."
214,534132,535498,,"""Always"" made it worse."
215,535500,536499,,You're overthinking this.
216,536501,537717,,"No, I'm not. Yes, you are."
217,537719,539135,,You always overthink things.
218,539137,540854,,"Th-There you go. ""Always"" made it worse."
219,542623,546009,,"See, this is where everything goes wrong: when we talk."
220,546011,550780,,"Well, I don't know how you have a relationship without talking."
221,550782,552282,,"Hey, I went out with this guy TJ"
222,552284,553650,,"for eight months, we never talked."
223,553652,555869,,"To this day, I don't even know what TJ stands for."
224,555871,558521,,"Wait, if you guys didn't talk, what--"
225,558523,560290,,"Never mind, stupid question."
226,563544,567530,,"And now that I have some wood,"
227,567532,571801,,I'm going to begin the erection of my settlement.
228,572920,575421,,He's got to be doing this on purpose.
229,575423,576973,,(laughs)
230,578893,580376,,"Ooh, 8:30."
231,580378,583880,,You and Penny decide to go out and paint the town beige?
232,583882,587049,,You're 30 years old and you live with your mother.
233,589887,591888,,I guess it didn't go well.
234,591890,593423,,We don't know that.
235,593425,594574,,Not to a certainty.
236,594576,597327,,All we know is that Leonard is home.
237,597329,600246,,(Leonard screams)
238,600248,602732,,How about now?
239,602734,605668,,"Again, not enough evidence."
240,605670,608705,,"For all we know, he's being murdered."
241,610708,612375,,"Now, back to our game."
242,612377,615728,,You were in the middle of an erection.
243,618866,622101,,"Oh, of course. It's right here in my hand."
244,628642,630860,,(cell phone chimes)
245,632763,636065,,(grunting quietly)
246,636067,638618,,What does she want from me now?
247,641705,644274,,What's up?
248,644276,646776,,Do not overthink this.
249,654051,657136,,I don't understand. Bup-bup-bup-bup-bup-bup-bup.
250,657138,659505,,"Okay, but earlier it seemed like..."
251,659507,661724,,No talking.
252,663177,665962,,Even during? 'Cause sometimes I have questions.
253,671854,674753,,(panting)
254,674754,678106,,"Well, that was fun."
255,678108,680892,,"Yeah, except for when I got the foot cramp."
256,680894,682593,,"You hung in there, though."
257,682595,685396,,There was a lot at stake.
258,685398,688132,,So what do you want to do now?
259,688134,690718,,"Well, I want to go get my asthma inhaler,"
260,690720,692920,,but it might ruin the moment.
261,692922,694739,,(grunts)
262,694741,697742,,"Just, just help me out here."
263,697744,700411,,How does a miserable date end in sex?
264,700413,702997,,"I don't know, it's complicated."
265,702999,704749,,"Well, I'm a pretty smart guy,"
266,704751,707135,,"and right now my brain has dibs on the blood supply,"
267,707137,709137,,so give it a go.
268,709139,711756,,"Okay, it's just,"
269,711758,713674,,at the restaurant when you said
270,713676,715093,,"you wanted us to be together again,"
271,715095,719914,,it got very real very fast and I panicked.
272,719916,721149,,Why?
273,721151,723217,,What are you afraid of?
274,723219,724936,,"Well, what if we do go out"
275,724938,727522,,and I do something stupid and dump you again?
276,727524,728823,,What if I dump you?
277,728825,729974,,(scoffs)
278,733245,735780,,"Come on, be serious."
279,735782,738282,,"Well, how about if we don't think"
280,738284,740251,,about this as a relationship?
281,740253,742787,,It could be more like a new version of software.
282,742789,744789,,Penny and Leonard 2.0.
283,744791,747308,,"We can test it internally, shake out the bugs,"
284,747310,749110,,"and if we both feel it's solid,"
285,749112,751796,,then we'll roll it out to the public.
286,751798,754749,,So we don't tell people we're back together?
287,754751,755716,,Exactly.
288,755718,757802,,We pretend like our date went badly.
289,757804,759954,,"Well, we don't really have to pretend."
290,759956,762223,,And we let them think that we decided
291,762225,763391,,to just be friends
292,763393,765309,,and that everything's cool.
293,765311,766844,,"Okay, great."
294,766846,767845,,(grunts softly)
295,767847,770014,,"Hey, I just remembered."
296,770016,772299,,I still got one of your inhalers.
297,774403,776604,,I can't believe you kept this.
298,776606,779273,,"Yeah, I was gonna throw it away, but I just couldn't."
299,779275,781859,,That is so sweet.
300,781861,784028,,(sighs)
301,785798,788132,,In 25 to 30 minutes I'm gonna show you
302,788134,790735,,how much this means to me.
303,791954,795206,,(toilet flushes)
304,802181,802830,,Leonard?
305,802832,805016,,"Yeah, hi, hi."
306,805968,807935,,How's it going?
307,807937,809637,,"Uh, can't complain."
308,809639,811606,,Thanks for asking.
309,812691,815810,,"Well, what were you doing out at 3:00 in the morning?"
310,815812,819680,,"Well, uh, uh... what are   doing up?"
311,819682,822283,,I was using the bathroom.
312,822285,826154,,"Yeah, well, so was I."
313,826156,828289,,Really?
314,828291,830992,,I didn't see you in there.
315,832744,836914,,"Obviously... when I saw that you were in ours,"
316,836916,840301,,I went and used another one.
317,841136,844005,,Where?
318,844007,846924,,"The, the gas station across the street."
319,847809,849877,,In your pajamas?
320,849879,852430,,Yes.
321,852432,854649,,Without shoes?
322,855901,858102,,Yes.
323,858887,861772,,On a cold winter's night?
324,863609,865826,,Yes.
325,868614,870831,,Seems unlikely.
326,870833,873117,,Did you bring your asthma inhaler?
327,873119,876504,,"Uh, uh, uh, yes, I did."
328,879741,881959,,"Well, then, I guess it's plausible."
329,883045,885129,,"D-- hang on a second, mister."
330,885131,886347,,What?
331,886349,891068,,"After you used the facilities at the gas station,"
332,891070,892436,,did you make a purchase?
333,892438,894138,,What?
334,894140,896724,,"It's customary, when using the restroom"
335,896726,900194,,"at a retail establishment, to make a small purchase."
336,900196,901279,,Did you?
337,901281,902730,,No.
338,902732,904098,,(scoffs)
339,904100,906284,,Here's two dollars.
340,909071,911956,,Go buy some beef jerky.
341,918213,921449,,I don't want beef jerky.
342,923652,925586,,It's not about you.
343,925588,928139,,It's about a poor immigrant from Pakistan
344,928141,929957,,trying to make his way in America
345,929959,931392,,by working the graveyard shift
346,931394,934061,,at the Colorado Boulevard Chevron.
347,935964,938149,,Fine.
348,940269,943237,,"Needy Baby, Greedy Baby indeed."
349,945307,946907,,Leonard will be here in a moment.
350,946909,949443,,He's looking for a different parking space.
351,949445,950411,,Why?
352,950413,951779,,We were next to a car
353,951781,954365,,"with an ""Ask me about my grandchildren"" bumper sticker,"
354,954367,957084,,"and I was afraid if we ran into them on the way out,"
355,957086,959704,,I'd be obligated to do so.
356,960989,964491,,I'm so disappointed it didn't work with him and Penny.
357,964493,966160,,"Me, too."
358,966162,967328,,"Out of deference to them,"
359,967330,970798,,let's not flaunt our happy relationship.
360,970800,973134,,"You have a keen insight into the human heart,"
361,973136,975586,,Amy Farrah Fowler.
362,976805,980891,,We are next to a Suburu with a Gore/Lieberman bumper sticker.
363,980893,983611,,"Well, I doubt they'd want to talk about that, so we're fine."
364,985113,986847,,I'm surprised to see you here
365,986849,989150,,after it went so badly with Penny.
366,989152,990785,,"Well, hey, we're grown-ups."
367,990787,992236,,We can still be friends.
368,992238,994538,,"Boy, I don't know if I could be friends with Howie"
369,994540,995940,,if we broke up.
370,995942,996791,,Why not?
371,996793,999610,,I'm a very vengeful person.
372,999612,1002079,,Really?
373,1002081,1005166,,With access to weaponized smallpox.
374,1007219,1009170,,"Here you go, guys, let me get you going with some water."
375,1009172,1010755,,You need menus or you know what you want?
376,1010757,1012206,,"Leonard knows what he wants, but it looks"
377,1012208,1014158,,like he's not gonna get it from you.
378,1015210,1016710,,"Howard. No,"
379,1016712,1018095,,"that's okay, Bernadette."
380,1018097,1020348,,Sometimes these things just don't work out.
381,1020350,1021816,,"Yeah, it's all good."
382,1021818,1024769,,We-We'll always have feelings for each other.
383,1026388,1029223,,"Oh, that's nice."
384,1029225,1032393,,"See, she knew what ""always"" meant."
385,1032395,1035196,,"Wow, you're like a dog with a bone, aren't you?"
386,1035198,1037415,,I'm just making a point.
387,1037417,1039900,,Is the point that you don't know when to let something go?
388,1039902,1040751,,"People, people,"
389,1040753,1042253,,"please, before you say"
390,1042255,1043838,,"something you both regret,"
391,1043840,1045673,,I'd like to place my order.
392,1046925,1048459,,"Yeah, just hang on, Sheldon."
393,1048461,1049960,,You know why we can't be together?
394,1049962,1051412,,Because you always have to be right.
395,1051414,1052913,,"Oh, that is not true."
396,1052915,1054181,,I got to go with Leonard on this.
397,1054183,1056684,,He is wrong more than anyone I know.
398,1057652,1059353,,You know what? I just realized I'm on a break.
399,1059355,1060604,,I'll get someone else.
400,1060606,1062423,,Well...
401,1062425,1065142,,"Leonard, promise me that when our new waitress comes over,"
402,1065144,1068145,,"you will not start a complicated on-again, off-again relationship"
403,1068147,1070898,,"with her, because I am very, very hungry."
404,1073351,1076404,,(grunting quietly)
405,1076406,1078605,,(phone chimes)
406,1082461,1084662,,Unbelievable.
407,1088667,1090301,,Mind explaining to me why you were being
408,1090303,1091836,,"such a jerk at the restaurant? Well,"
409,1091838,1093721,,I was trying to act like we weren't seeing each other.
410,1093723,1095122,,"That was the plan, right? No,"
411,1095124,1097458,,the plan was to tell people we decided to stay friends.
412,1097460,1098625,,That's a little hard to do
413,1098627,1102179,,when you're always being such a tool bag.
414,1102181,1104982,,You know what? I don't have to stand here and take this crap.
415,1104984,1106851,,The hell do you think you're going?
416,1106853,1110020,,Isn't sex after fighting kind of what we do now?!
417,1110022,1112523,,"Yeah, kind of, yeah."
418,1120615,1122583,,What are we doing?
419,1122585,1123784,,What do you mean?
420,1123786,1127505,,Every scenario I play out for you and me ends badly.
421,1127507,1129890,,That's because you overthink everything.
422,1129892,1132159,,SHELDON:
423,1132161,1133594,,What? Yeah.
424,1133596,1135596,,This is a disaster.
425,1135598,1136847,,I distinctly ordered
426,1136849,1139300,,the Leonard Nimoy Mr. Spock cardboard standee.
427,1139302,1140851,,Why would I feel safer
428,1140853,1143721,,with Zachary Quinto at the foot of my bed?
429,1144856,1149109,,"I don't know, he was pretty badass on"
430,1149111,1152346,,"You're right, I'll give him a shot."
431,1154316,1156200,,Hang on.
432,1156202,1157868,,"Penny, do you have plans for dinner?"
433,1157870,1159487,,"Why, you guys going somewhere?"
434,1159489,1160404,,"No, I mean just you and me."
435,1160406,1164208,,Ooh...! Ooh...!
436,1164210,1166710,,"Uh, have you thought this through?"
437,1166712,1170247,,"Yes, and I think we should go anyway."
438,1172968,1173884,,"No, can't do it."
439,1173886,1175753,,"Sorry, Quinto, you're going back."
440,1185048,1186831,,"If you and Leonard get back together,"
441,1186833,1188333,,Sheldon and I will finally have someone
442,1188335,1190018,,to go on double dates with.
443,1190020,1191336,,What about me and Howard?
444,1191338,1193772,,"Fine, we can double with you, too."
445,1194657,1196975,,So insecure.
446,1198114,1200865,,Where are you guys going to eat?
447,1200867,1203684,,Penny?
448,1205037,1210207,,"Do you, Penny, take Leonard to be your lawful wedded husband?"
449,1217549,1219266,,"Well, it's a little late for me"
450,1219268,1221552,,"to start saying no, isn't it?"
451,1223055,1225056,,Penny.
452,1225058,1226173,,"Sorry, just remembered"
453,1226175,1228025,,I've got to stop at the drugstore.
454,1228086,1288086,,"== sync, corrected by   =="
